Txn_ID,Txn_Date,SKU,Warehouse_ID,Txn_Type,Quantity,Unit_Cost
INV00758,2026-07-11,SKU00271,WH-MUM,Outbound,20,1798.35
INV00759,2026-03-04,SKU00031,WH-MUM,Outbound,35,670.48
INV00760,2026-04-18,SKU00059,WH-MUM,Inbound,65,1413.19
INV00761,2026-06-08,SKU00379,WH-MUM,Outbound,27,4206.88
INV00762,2026-04-15,SKU00219,WH-KOL,Inbound,638,802.72
INV00763,2026-05-24,SKU00304,WH-KOL,Inbound,644,1642.08
INV00764,2026-04-17,SKU00349,WH-DEL,Inbound,401,7214.46
INV00765,2026-07-21,SKU00153,WH-BLR,Outbound,13,1195.75
INV00766,2026-03-27,SKU00187,WH-MUM,Outbound,38,461.96
INV00767,2026-07-24,SKU00195,WH-BLR,Outbound,46,2145.91
INV00768,2026-05-12,SKU00459,WH-DEL,Outbound,38,10412.76
INV00769,2026-05-20,SKU00166,WH-BLR,Outbound,42,792.85
INV00770,2026-03-21,SKU00263,WH-KOL,Inbound,307,3584.01
INV00771,2026-03-23,SKU00150,WH-MUM,Outbound,50,2262.09
INV00772,2026-06-10,SKU00098,WH-KOL,Inbound,440,10029.72
INV00773,2026-07-12,SKU00018,WH-BLR,Inbound,371,8731.17
INV00774,2026-05-13,SKU00206,WH-KOL,Outbound,9,7902.26
INV00775,2026-03-04,SKU00224,WH-KOL,Outbound,8,6709.79
INV00776,2026-06-20,SKU00030,WH-BLR,Inbound,65,795.94
INV00777,2026-05-20,SKU00430,WH-DEL,Inbound,745,11221.42
INV00778,2026-07-12,SKU00381,WH-MUM,Inbound,390,1089.62
INV00779,2026-03-05,SKU00490,WH-KOL,Inbound,673,1787.72
INV00780,2026-02-21,SKU00335,WH-MUM,Outbound,58,1967.95
INV00781,2026-04-25,SKU00054,WH-BLR,Inbound,115,1923.43
INV00782,2026-04-14,SKU00331,WH-KOL,Inbound,368,1764.17
INV00783,2026-02-28,SKU00088,WH-BLR,Inbound,315,860.25
INV00784,2026-05-23,SKU00042,WH-DEL,Outbound,55,366.12
INV00785,2026-07-29,SKU00213,WH-KOL,Inbound,52,1674.16
INV00786,2026-06-05,SKU00356,WH-MUM,Inbound,359,9157.17
INV00787,2026-03-03,SKU00068,WH-MUM,Inbound,290,2170.13
INV00788,2026-05-08,SKU00300,WH-KOL,Inbound,286,2270.99
INV00789,2026-05-20,SKU00312,WH-MUM,Inbound,578,1563.27
INV00790,2026-06-23,SKU00378,WH-MUM,Outbound,14,1263.95
INV00791,2026-03-25,SKU00348,WH-BLR,Inbound,240,9937.94
INV00792,2026-05-13,SKU00281,WH-BLR,Inbound,662,6051.72
INV00793,2026-07-17,SKU00350,WH-BLR,Outbound,6,2294.26
INV00794,2026-04-01,SKU00305,WH-DEL,Outbound,46,3004.65
INV00795,2026-07-15,SKU00467,WH-KOL,Outbound,42,391.52
INV00796,2026-02-19,SKU00004,WH-DEL,Outbound,24,557.2
INV00797,2026-07-06,SKU00079,WH-BLR,Inbound,145,4863.08
INV00798,2026-04-19,SKU00448,WH-MUM,Outbound,38,11512.49
INV00799,2026-05-21,SKU00392,WH-BLR,Outbound,6,52.43
INV00800,2026-04-27,SKU00152,WH-MUM,Inbound,196,1595.73
INV00801,2026-04-09,SKU00310,WH-BLR,Inbound,506,6386.15
INV00802,2026-05-05,SKU00124,WH-BLR,Outbound,6,9532.62
INV00803,2026-05-29,SKU00375,WH-BLR,Outbound,34,2972.67
INV00804,2026-02-23,SKU00232,WH-MUM,Outbound,56,2075.57
INV00805,2026-02-16,SKU00138,WH-MUM,Inbound,643,9387.59
INV00806,2026-03-31,SKU00397,WH-BLR,Inbound,420,1878.03
INV00807,2026-02-02,SKU00095,WH-BLR,Outbound,38,2031.98
INV00808,2026-07-27,SKU00357,WH-MUM,Inbound,221,825.85
INV00809,2026-04-29,SKU00318,WH-DEL,Inbound,713,8028.65
INV00810,2026-03-08,SKU00355,WH-BLR,Outbound,2,8423.07
INV00811,2026-04-11,SKU00140,WH-KOL,Inbound,718,1477.48
INV00812,2026-07-02,SKU00329,WH-BLR,Outbound,23,2228.79
INV00813,2026-07-06,SKU00433,WH-MUM,Outbound,32,5339.29
INV00814,2026-04-26,SKU00182,WH-DEL,Inbound,282,10232.53
INV00815,2026-06-09,SKU00500,WH-MUM,Outbound,16,5429.77
INV00816,2026-05-28,SKU00068,WH-MUM,Inbound,453,2170.13
INV00817,2026-07-15,SKU00425,WH-KOL,Outbound,30,5885.58
INV00818,2026-07-14,SKU00475,WH-BLR,Outbound,58,6589.98
INV00819,2026-02-15,SKU00366,WH-BLR,Inbound,363,2401.22
INV00820,2026-07-04,SKU00261,WH-DEL,Inbound,591,7060.4
INV00821,2026-06-09,SKU00452,WH-MUM,Inbound,240,323.23
INV00822,2026-02-16,SKU00263,WH-KOL,Outbound,16,3584.01
INV00823,2026-05-08,SKU00440,WH-BLR,Outbound,22,905.06
INV00824,2026-07-27,SKU00488,WH-DEL,Outbound,41,2491.44
INV00825,2026-02-01,SKU00378,WH-MUM,Outbound,55,1263.95
INV00826,2026-03-26,SKU00198,WH-KOL,Inbound,651,10809.09
INV00827,2026-02-10,SKU00279,WH-MUM,Outbound,6,1021.55
INV00828,2026-05-14,SKU00492,WH-BLR,Outbound,25,1123.17
INV00829,2026-07-27,SKU00462,WH-BLR,Outbound,6,517.67
INV00830,2026-07-04,SKU00164,WH-DEL,Outbound,19,2749.43
INV00831,2026-03-17,SKU00135,WH-BLR,Outbound,27,1689.65
INV00832,2026-05-25,SKU00333,WH-BLR,Inbound,380,1607.08
INV00833,2026-02-23,SKU00249,WH-MUM,Inbound,339,1814.53
INV00834,2026-06-07,SKU00463,WH-BLR,Inbound,286,3600.3
INV00835,2026-05-16,SKU00127,WH-KOL,Outbound,47,479.88
INV00836,2026-07-21,SKU00052,WH-DEL,Inbound,423,1137.66
INV00837,2026-02-23,SKU00202,WH-BLR,Inbound,526,3409.91
INV00838,2026-04-09,SKU00246,WH-KOL,Outbound,5,2079.08
INV00839,2026-05-28,SKU00381,WH-MUM,Inbound,346,1089.62
INV00840,2026-05-12,SKU00455,WH-DEL,Inbound,459,1331.76
INV00841,2026-04-08,SKU00217,WH-BLR,Inbound,620,214.53
INV00842,2026-04-24,SKU00229,WH-KOL,Outbound,26,1018.62
INV00843,2026-06-16,SKU00046,WH-BLR,Outbound,58,1426.46
INV00844,2026-04-19,SKU00436,WH-BLR,Outbound,15,11859.06
INV00845,2026-04-23,SKU00066,WH-MUM,Inbound,232,4782.22
INV00846,2026-03-18,SKU00334,WH-BLR,Outbound,41,1179.4
INV00847,2026-06-20,SKU00092,WH-KOL,Inbound,646,3470.01
INV00848,2026-05-26,SKU00396,WH-BLR,Outbound,20,5350.41
INV00849,2026-05-23,SKU00166,WH-BLR,Inbound,250,792.85
INV00850,2026-03-04,SKU00207,WH-DEL,Outbound,40,3369.01
INV00851,2026-06-14,SKU00108,WH-DEL,Outbound,18,7866.05
INV00852,2026-03-10,SKU00279,WH-MUM,Inbound,516,1021.55
INV00853,2026-07-12,SKU00261,WH-DEL,Inbound,658,7060.4
INV00854,2026-02-23,SKU00159,WH-MUM,Outbound,32,1254.94
INV00855,2026-05-17,SKU00138,WH-MUM,Outbound,55,9387.59
INV00856,2026-02-27,SKU00336,WH-BLR,Outbound,44,1514.56
INV00857,2026-03-30,SKU00209,WH-KOL,Outbound,22,680.56
INV00858,2026-06-06,SKU00260,WH-MUM,Outbound,39,2081.26
INV00859,2026-05-27,SKU00276,WH-KOL,Inbound,128,1805.73
INV00860,2026-04-14,SKU00297,WH-BLR,Inbound,424,1370.96
INV00861,2026-03-26,SKU00467,WH-KOL,Inbound,513,391.52
INV00862,2026-06-25,SKU00054,WH-BLR,Outbound,11,1923.43
INV00863,2026-04-17,SKU00271,WH-MUM,Outbound,9,1798.35
INV00864,2026-05-24,SKU00286,WH-KOL,Outbound,15,11666.17
INV00865,2026-03-17,SKU00289,WH-DEL,Outbound,4,781.96
INV00866,2026-07-07,SKU00081,WH-MUM,Outbound,34,836.66
INV00867,2026-05-18,SKU00267,WH-MUM,Outbound,28,2154.47
INV00868,2026-06-04,SKU00028,WH-BLR,Inbound,138,2400.36
INV00869,2026-04-04,SKU00384,WH-MUM,Inbound,448,971.4
INV00870,2026-03-14,SKU00445,WH-KOL,Inbound,398,126.16
INV00871,2026-02-26,SKU00069,WH-KOL,Inbound,377,4763.58
INV00872,2026-03-21,SKU00215,WH-DEL,Inbound,613,5829.92
INV00873,2026-05-24,SKU00459,WH-DEL,Inbound,623,10412.76
INV00874,2026-03-13,SKU00177,WH-DEL,Outbound,52,2327.45
INV00875,2026-07-18,SKU00051,WH-BLR,Inbound,245,2441.51
INV00876,2026-06-13,SKU00397,WH-BLR,Inbound,317,1878.03
INV00877,2026-02-18,SKU00227,WH-MUM,Inbound,764,155.78
INV00878,2026-07-08,SKU00142,WH-MUM,Inbound,64,912.52
INV00879,2026-07-30,SKU00347,WH-DEL,Outbound,18,757.27
INV00880,2026-07-13,SKU00304,WH-KOL,Outbound,43,1642.08
INV00881,2026-06-18,SKU00241,WH-MUM,Inbound,241,2478.55
INV00882,2026-03-11,SKU00178,WH-DEL,Outbound,19,10878.35
INV00883,2026-04-14,SKU00014,WH-KOL,Outbound,32,8341.7
INV00884,2026-07-05,SKU00018,WH-BLR,Inbound,737,8731.17
INV00885,2026-06-14,SKU00271,WH-MUM,Inbound,477,1798.35
INV00886,2026-02-14,SKU00355,WH-BLR,Outbound,24,8423.07
INV00887,2026-07-30,SKU00260,WH-MUM,Outbound,8,2081.26
INV00888,2026-04-10,SKU00110,WH-DEL,Outbound,42,5876.46
INV00889,2026-04-25,SKU00251,WH-MUM,Inbound,281,8829.48
INV00890,2026-03-14,SKU00484,WH-BLR,Inbound,660,1498.14
INV00891,2026-03-06,SKU00037,WH-MUM,Inbound,701,2029.84
INV00892,2026-05-21,SKU00469,WH-BLR,Inbound,794,5123.19
INV00893,2026-02-21,SKU00205,WH-DEL,Inbound,238,9692.27
INV00894,2026-04-10,SKU00268,WH-KOL,Outbound,25,59.54
INV00895,2026-07-13,SKU00009,WH-BLR,Outbound,56,1444.57
INV00896,2026-03-11,SKU00315,WH-BLR,Outbound,20,1700.11
INV00897,2026-07-13,SKU00093,WH-DEL,Inbound,171,450.31
INV00898,2026-06-02,SKU00312,WH-MUM,Outbound,59,1563.27
INV00899,2026-06-02,SKU00298,WH-BLR,Outbound,47,2124.17
INV00900,2026-03-10,SKU00447,WH-DEL,Outbound,53,556.11
INV00901,2026-07-11,SKU00129,WH-DEL,Inbound,513,9327.43
INV00902,2026-05-26,SKU00387,WH-MUM,Inbound,166,1977.63
INV00903,2026-07-20,SKU00047,WH-MUM,Outbound,20,4945.23
INV00904,2026-06-22,SKU00386,WH-KOL,Outbound,10,1664.17
INV00905,2026-06-02,SKU00260,WH-MUM,Outbound,37,2081.26
INV00906,2026-04-17,SKU00010,WH-MUM,Inbound,114,1943.7
INV00907,2026-02-01,SKU00133,WH-DEL,Outbound,40,1838.05
INV00908,2026-04-08,SKU00001,WH-DEL,Inbound,423,2287.34
INV00909,2026-03-30,SKU00167,WH-KOL,Inbound,354,3904.53
INV00910,2026-02-07,SKU00011,WH-KOL,Outbound,19,4389.51
INV00911,2026-03-09,SKU00032,WH-MUM,Inbound,365,4905.87
INV00912,2026-06-14,SKU00406,WH-KOL,Inbound,116,10375.09
INV00913,2026-05-13,SKU00242,WH-MUM,Inbound,200,1895.03
INV00914,2026-05-26,SKU00438,WH-KOL,Outbound,40,1991.44
INV00915,2026-05-22,SKU00337,WH-BLR,Outbound,22,2248.76
INV00916,2026-03-22,SKU00429,WH-BLR,Outbound,54,1908.01
INV00917,2026-07-22,SKU00159,WH-MUM,Outbound,54,1254.94
INV00918,2026-02-19,SKU00099,WH-BLR,Inbound,111,832.36
INV00919,2026-07-19,SKU00229,WH-KOL,Inbound,789,1018.62
INV00920,2026-06-11,SKU00263,WH-KOL,Outbound,2,3584.01
INV00921,2026-02-12,SKU00123,WH-DEL,Inbound,790,5972.23
INV00922,2026-05-01,SKU00107,WH-BLR,Inbound,81,5299.07
INV00923,2026-06-16,SKU00269,WH-MUM,Outbound,22,10726.11
INV00924,2026-04-09,SKU00132,WH-KOL,Inbound,629,1623.52
INV00925,2026-04-25,SKU00151,WH-BLR,Inbound,482,929.95
INV00926,2026-04-18,SKU00458,WH-MUM,Outbound,2,4799.28
INV00927,2026-07-07,SKU00408,WH-DEL,Inbound,262,11682.32
INV00928,2026-06-08,SKU00099,WH-BLR,Inbound,531,832.36
INV00929,2026-02-02,SKU00112,WH-DEL,Outbound,18,1638.05
INV00930,2026-05-14,SKU00317,WH-MUM,Outbound,3,7090.7
INV00931,2026-04-29,SKU00283,WH-MUM,Outbound,25,6172.83
INV00932,2026-05-05,SKU00143,WH-MUM,Outbound,21,745.93
INV00933,2026-04-05,SKU00109,WH-KOL,Outbound,59,2319.81
INV00934,2026-03-16,SKU00451,WH-DEL,Inbound,87,3943.56
INV00935,2026-05-01,SKU00019,WH-KOL,Outbound,33,9568.66
INV00936,2026-06-22,SKU00044,WH-DEL,Inbound,277,8162.88
INV00937,2026-06-15,SKU00433,WH-MUM,Inbound,117,5339.29
INV00938,2026-04-21,SKU00164,WH-DEL,Outbound,12,2749.43
INV00939,2026-06-09,SKU00356,WH-MUM,Inbound,176,9157.17
INV00940,2026-06-01,SKU00383,WH-KOL,Inbound,738,707.86
INV00941,2026-03-14,SKU00028,WH-BLR,Inbound,344,2400.36
INV00942,2026-07-05,SKU00387,WH-MUM,Outbound,13,1977.63
INV00943,2026-02-28,SKU00033,WH-KOL,Outbound,23,1276.72
INV00944,2026-07-01,SKU00123,WH-DEL,Inbound,468,5972.23
INV00945,2026-05-09,SKU00493,WH-BLR,Inbound,782,558.06
INV00946,2026-06-03,SKU00012,WH-BLR,Inbound,111,828.21
INV00947,2026-06-19,SKU00361,WH-MUM,Inbound,536,374.74
INV00948,2026-04-08,SKU00158,WH-MUM,Outbound,57,9970.62
INV00949,2026-07-30,SKU00042,WH-DEL,Outbound,5,366.12
INV00950,2026-02-18,SKU00443,WH-KOL,Inbound,361,2005.51
INV00951,2026-02-01,SKU00087,WH-KOL,Outbound,33,115.0
INV00952,2026-06-16,SKU00301,WH-MUM,Inbound,731,1418.75
INV00953,2026-03-25,SKU00243,WH-MUM,Outbound,36,11188.78
INV00954,2026-02-18,SKU00272,WH-MUM,Inbound,207,5954.63
INV00955,2026-06-30,SKU00202,WH-BLR,Inbound,328,3409.91
INV00956,2026-02-20,SKU00247,WH-BLR,Inbound,765,7998.99
INV00957,2026-05-05,SKU00438,WH-KOL,Outbound,17,1991.44
INV00958,2026-02-27,SKU00141,WH-BLR,Outbound,32,1331.57
INV00959,2026-02-19,SKU00328,WH-KOL,Outbound,28,1087.01
INV00960,2026-05-13,SKU00412,WH-MUM,Outbound,15,9687.41
INV00961,2026-03-12,SKU00492,WH-BLR,Outbound,29,1123.17
INV00962,2026-03-17,SKU00247,WH-BLR,Inbound,234,7998.99
INV00963,2026-04-07,SKU00140,WH-KOL,Inbound,579,1477.48
INV00964,2026-03-20,SKU00175,WH-MUM,Inbound,522,9741.4
INV00965,2026-07-30,SKU00143,WH-MUM,Outbound,38,745.93
INV00966,2026-04-13,SKU00394,WH-BLR,Inbound,316,1568.3
INV00967,2026-05-13,SKU00331,WH-KOL,Outbound,50,1764.17
INV00968,2026-07-09,SKU00352,WH-MUM,Outbound,41,1791.37
INV00969,2026-04-16,SKU00447,WH-DEL,Inbound,371,556.11
INV00970,2026-07-23,SKU00368,WH-BLR,Outbound,52,2353.47
INV00971,2026-06-05,SKU00436,WH-BLR,Inbound,109,11859.06
INV00972,2026-05-20,SKU00205,WH-DEL,Outbound,46,9692.27
INV00973,2026-04-01,SKU00256,WH-MUM,Outbound,49,483.82
INV00974,2026-02-26,SKU00182,WH-DEL,Outbound,59,10232.53
INV00975,2026-03-30,SKU00180,WH-DEL,Outbound,14,5711.83
INV00976,2026-05-05,SKU00224,WH-KOL,Inbound,538,6709.79
INV00977,2026-02-24,SKU00067,WH-BLR,Outbound,34,951.37
INV00978,2026-06-16,SKU00100,WH-BLR,Inbound,242,2174.89
INV00979,2026-05-10,SKU00359,WH-KOL,Outbound,15,9757.49
INV00980,2026-06-15,SKU00277,WH-MUM,Outbound,30,9601.1
INV00981,2026-06-28,SKU00327,WH-BLR,Inbound,542,2584.24
INV00982,2026-07-23,SKU00048,WH-KOL,Outbound,16,315.62
INV00983,2026-05-03,SKU00336,WH-BLR,Outbound,23,1514.56
INV00984,2026-05-17,SKU00158,WH-MUM,Inbound,480,9970.62
INV00985,2026-07-29,SKU00075,WH-MUM,Inbound,603,1714.84
INV00986,2026-03-17,SKU00430,WH-DEL,Inbound,719,11221.42
INV00987,2026-05-26,SKU00270,WH-BLR,Outbound,30,11314.66
INV00988,2026-02-17,SKU00313,WH-KOL,Outbound,42,1079.2
INV00989,2026-05-09,SKU00423,WH-BLR,Outbound,25,6943.79
INV00990,2026-07-27,SKU00484,WH-BLR,Inbound,75,1498.14
INV00991,2026-05-03,SKU00361,WH-MUM,Inbound,226,374.74
INV00992,2026-07-19,SKU00034,WH-BLR,Outbound,10,1790.1
INV00993,2026-02-15,SKU00238,WH-BLR,Outbound,47,944.37
INV00994,2026-02-16,SKU00333,WH-BLR,Inbound,602,1607.08
INV00995,2026-07-27,SKU00398,WH-DEL,Outbound,25,1619.31
INV00996,2026-02-07,SKU00434,WH-BLR,Outbound,34,3062.04
INV00997,2026-07-06,SKU00211,WH-MUM,Inbound,513,466.45
INV00998,2026-04-17,SKU00432,WH-MUM,Inbound,373,1455.14
INV00999,2026-02-28,SKU00314,WH-MUM,Inbound,392,2421.37
INV01000,2026-05-15,SKU00283,WH-MUM,Outbound,58,6172.83
INV01001,2026-07-27,SKU00355,WH-BLR,Inbound,748,8423.07
INV01002,2026-06-29,SKU00327,WH-BLR,Outbound,9,2584.24
INV01003,2026-03-03,SKU00445,WH-KOL,Inbound,556,126.16
INV01004,2026-03-26,SKU00092,WH-KOL,Inbound,355,3470.01
INV01005,2026-02-13,SKU00145,WH-MUM,Outbound,50,1430.63
INV01006,2026-02-18,SKU00200,WH-DEL,Outbound,40,886.77
INV01007,2026-04-26,SKU00354,WH-BLR,Inbound,138,8745.97
INV01008,2026-05-11,SKU00257,WH-BLR,Outbound,16,2345.8
INV01009,2026-03-13,SKU00109,WH-KOL,Outbound,37,2319.81
INV01010,2026-03-23,SKU00241,WH-MUM,Inbound,585,2478.55
INV01011,2026-02-16,SKU00254,WH-MUM,Inbound,401,9288.27
INV01012,2026-06-24,SKU00470,WH-MUM,Outbound,23,882.17
INV01013,2026-03-19,SKU00253,WH-MUM,Outbound,21,11334.19
INV01014,2026-04-29,SKU00452,WH-MUM,Inbound,759,323.23
INV01015,2026-04-08,SKU00493,WH-BLR,Inbound,233,558.06
INV01016,2026-03-07,SKU00364,WH-MUM,Inbound,230,298.52
INV01017,2026-05-08,SKU00133,WH-DEL,Inbound,792,1838.05
INV01018,2026-06-12,SKU00184,WH-KOL,Outbound,39,748.55
INV01019,2026-07-15,SKU00155,WH-MUM,Outbound,51,1737.81
INV01020,2026-02-25,SKU00435,WH-KOL,Inbound,611,1890.71
INV01021,2026-05-03,SKU00299,WH-KOL,Inbound,775,5950.16
INV01022,2026-05-04,SKU00406,WH-KOL,Inbound,648,10375.09
INV01023,2026-07-30,SKU00028,WH-BLR,Outbound,14,2400.36
INV01024,2026-04-20,SKU00130,WH-BLR,Inbound,792,2485.49
INV01025,2026-05-18,SKU00045,WH-BLR,Inbound,566,1351.96
INV01026,2026-07-05,SKU00204,WH-KOL,Outbound,37,820.72
INV01027,2026-07-03,SKU00488,WH-DEL,Inbound,488,2491.44
INV01028,2026-07-03,SKU00334,WH-BLR,Outbound,27,1179.4
INV01029,2026-05-07,SKU00098,WH-KOL,Outbound,38,10029.72
INV01030,2026-04-12,SKU00371,WH-BLR,Outbound,54,644.58
INV01031,2026-03-27,SKU00303,WH-BLR,Outbound,15,1854.07
INV01032,2026-07-08,SKU00417,WH-DEL,Inbound,723,8095.48
INV01033,2026-07-30,SKU00285,WH-BLR,Inbound,433,2040.13
INV01034,2026-02-15,SKU00125,WH-MUM,Outbound,58,706.81
INV01035,2026-06-01,SKU00318,WH-DEL,Outbound,7,8028.65
INV01036,2026-05-03,SKU00465,WH-BLR,Outbound,4,3344.27
INV01037,2026-07-22,SKU00229,WH-KOL,Inbound,432,1018.62
INV01038,2026-04-16,SKU00168,WH-MUM,Inbound,399,867.2
INV01039,2026-05-27,SKU00407,WH-KOL,Inbound,365,11116.04
INV01040,2026-03-23,SKU00258,WH-KOL,Outbound,14,2854.17
INV01041,2026-02-04,SKU00046,WH-BLR,Inbound,238,1426.46
INV01042,2026-03-30,SKU00058,WH-MUM,Inbound,455,2453.01
INV01043,2026-06-10,SKU00391,WH-MUM,Outbound,46,874.84
INV01044,2026-03-20,SKU00210,WH-MUM,Outbound,45,3140.12
INV01045,2026-07-29,SKU00123,WH-DEL,Inbound,327,5972.23
INV01046,2026-04-04,SKU00063,WH-MUM,Inbound,302,10724.93
INV01047,2026-05-22,SKU00288,WH-BLR,Outbound,10,2081.82
INV01048,2026-02-26,SKU00380,WH-BLR,Outbound,54,380.87
INV01049,2026-05-29,SKU00068,WH-MUM,Inbound,572,2170.13
INV01050,2026-02-03,SKU00495,WH-BLR,Outbound,59,772.9
INV01051,2026-03-11,SKU00049,WH-BLR,Inbound,306,366.94
INV01052,2026-04-02,SKU00498,WH-KOL,Outbound,9,735.5
INV01053,2026-07-01,SKU00299,WH-KOL,Outbound,26,5950.16
INV01054,2026-06-05,SKU00410,WH-KOL,Outbound,7,1875.94
INV01055,2026-02-01,SKU00057,WH-MUM,Outbound,20,1005.65
INV01056,2026-07-15,SKU00365,WH-BLR,Inbound,677,1218.85
INV01057,2026-06-17,SKU00107,WH-BLR,Outbound,4,5299.07
INV01058,2026-03-13,SKU00436,WH-BLR,Inbound,73,11859.06
INV01059,2026-03-21,SKU00088,WH-BLR,Inbound,456,860.25
INV01060,2026-07-17,SKU00140,WH-KOL,Inbound,637,1477.48
INV01061,2026-03-14,SKU00351,WH-DEL,Outbound,32,1742.09
INV01062,2026-05-27,SKU00078,WH-KOL,Inbound,246,1533.87
INV01063,2026-06-26,SKU00397,WH-BLR,Outbound,56,1878.03
INV01064,2026-07-28,SKU00092,WH-KOL,Outbound,21,3470.01
INV01065,2026-04-02,SKU00106,WH-BLR,Outbound,14,2011.43
INV01066,2026-04-12,SKU00439,WH-BLR,Inbound,382,2098.48
INV01067,2026-04-13,SKU00357,WH-MUM,Inbound,518,825.85
INV01068,2026-07-17,SKU00024,WH-DEL,Inbound,510,1016.84
INV01069,2026-04-11,SKU00298,WH-BLR,Inbound,501,2124.17
INV01070,2026-05-15,SKU00361,WH-MUM,Inbound,146,374.74
INV01071,2026-05-25,SKU00112,WH-DEL,Inbound,536,1638.05
INV01072,2026-04-04,SKU00022,WH-MUM,Outbound,56,9412.88
INV01073,2026-07-12,SKU00428,WH-DEL,Inbound,265,199.03
INV01074,2026-06-02,SKU00155,WH-MUM,Outbound,30,1737.81
INV01075,2026-06-29,SKU00254,WH-MUM,Inbound,275,9288.27
INV01076,2026-05-11,SKU00336,WH-BLR,Inbound,725,1514.56
INV01077,2026-06-03,SKU00174,WH-MUM,Inbound,139,912.92
INV01078,2026-03-02,SKU00027,WH-MUM,Outbound,31,2488.89
INV01079,2026-06-19,SKU00281,WH-BLR,Outbound,35,6051.72
INV01080,2026-06-15,SKU00367,WH-MUM,Inbound,400,6437.63
INV01081,2026-02-18,SKU00388,WH-KOL,Inbound,159,1917.96
INV01082,2026-07-15,SKU00289,WH-DEL,Inbound,632,781.96
INV01083,2026-07-24,SKU00082,WH-BLR,Inbound,560,5223.71
INV01084,2026-02-22,SKU00365,WH-BLR,Outbound,47,1218.85
INV01085,2026-03-28,SKU00048,WH-KOL,Outbound,19,315.62
INV01086,2026-02-25,SKU00499,WH-BLR,Outbound,18,2025.27
INV01087,2026-02-21,SKU00030,WH-BLR,Outbound,35,795.94
INV01088,2026-03-09,SKU00044,WH-DEL,Outbound,39,8162.88
INV01089,2026-07-15,SKU00051,WH-BLR,Inbound,57,2441.51
INV01090,2026-06-29,SKU00059,WH-MUM,Outbound,6,1413.19
INV01091,2026-03-19,SKU00497,WH-KOL,Outbound,2,1676.27
INV01092,2026-02-22,SKU00308,WH-MUM,Inbound,501,1066.39
INV01093,2026-02-27,SKU00352,WH-MUM,Inbound,125,1791.37
INV01094,2026-02-22,SKU00183,WH-BLR,Outbound,15,418.97
INV01095,2026-07-29,SKU00334,WH-BLR,Inbound,482,1179.4
INV01096,2026-06-04,SKU00003,WH-DEL,Outbound,21,1314.42
INV01097,2026-02-04,SKU00284,WH-DEL,Outbound,48,2058.16
INV01098,2026-02-12,SKU00298,WH-BLR,Outbound,46,2124.17
INV01099,2026-06-05,SKU00180,WH-DEL,Outbound,1,5711.83
INV01100,2026-07-22,SKU00298,WH-BLR,Inbound,500,2124.17
INV01101,2026-04-12,SKU00095,WH-BLR,Outbound,21,2031.98
INV01102,2026-02-18,SKU00286,WH-KOL,Inbound,472,11666.17
INV01103,2026-06-28,SKU00024,WH-DEL,Outbound,41,1016.84
INV01104,2026-07-19,SKU00096,WH-MUM,Inbound,290,5218.43
INV01105,2026-02-12,SKU00307,WH-MUM,Outbound,41,1107.62
INV01106,2026-06-26,SKU00480,WH-BLR,Outbound,11,2279.72
INV01107,2026-03-30,SKU00164,WH-DEL,Inbound,767,2749.43
INV01108,2026-04-02,SKU00169,WH-BLR,Inbound,183,9131.35
INV01109,2026-03-16,SKU00356,WH-MUM,Outbound,24,9157.17
INV01110,2026-04-14,SKU00025,WH-KOL,Inbound,392,5654.27
INV01111,2026-02-23,SKU00346,WH-BLR,Inbound,100,1095.65
INV01112,2026-02-23,SKU00194,WH-MUM,Inbound,373,1280.91
INV01113,2026-05-16,SKU00477,WH-MUM,Inbound,313,699.44
INV01114,2026-07-12,SKU00284,WH-DEL,Inbound,152,2058.16
INV01115,2026-03-30,SKU00098,WH-KOL,Inbound,83,10029.72
INV01116,2026-07-08,SKU00250,WH-KOL,Outbound,53,3336.03
INV01117,2026-04-13,SKU00477,WH-MUM,Inbound,567,699.44
INV01118,2026-04-20,SKU00036,WH-DEL,Outbound,54,1364.59
INV01119,2026-05-30,SKU00249,WH-MUM,Outbound,38,1814.53
INV01120,2026-06-27,SKU00259,WH-BLR,Outbound,35,1430.12
INV01121,2026-02-14,SKU00383,WH-KOL,Outbound,25,707.86
INV01122,2026-02-22,SKU00338,WH-MUM,Outbound,55,10439.58
INV01123,2026-06-24,SKU00006,WH-KOL,Outbound,34,687.85
INV01124,2026-04-15,SKU00176,WH-KOL,Outbound,27,2745.2
INV01125,2026-04-13,SKU00357,WH-MUM,Inbound,92,825.85
INV01126,2026-06-22,SKU00426,WH-MUM,Outbound,13,145.33
INV01127,2026-03-20,SKU00171,WH-MUM,Inbound,439,5380.68
INV01128,2026-06-21,SKU00470,WH-MUM,Outbound,11,882.17
INV01129,2026-06-27,SKU00082,WH-BLR,Inbound,390,5223.71
INV01130,2026-07-19,SKU00485,WH-KOL,Inbound,466,3725.58
INV01131,2026-03-16,SKU00247,WH-BLR,Outbound,4,7998.99
INV01132,2026-05-19,SKU00485,WH-KOL,Outbound,27,3725.58
INV01133,2026-05-26,SKU00186,WH-BLR,Outbound,51,166.06
INV01134,2026-04-20,SKU00268,WH-KOL,Outbound,39,59.54
INV01135,2026-03-07,SKU00348,WH-BLR,Inbound,239,9937.94
INV01136,2026-04-08,SKU00059,WH-MUM,Outbound,3,1413.19
