Return_ID,Order_ID,SKU,Seller_ID,Warehouse_ID,Return_Reason,Return_Date,Refund_Amount,Resolution_Time_hrs,Return_Category
RET00474,ORD009001,SKU00244,SEL0074,WH-DEL,Quality Not as Expected,2026-02-17,873.97,115,Customer Preference
RET00475,ORD008427,SKU00490,SEL0076,WH-KOL,Size Issue,2026-08-09,5392.0,21,Customer Preference
RET00476,ORD001447,SKU00177,SEL0139,WH-DEL,Product Defective,2026-04-11,5390.54,24,Seller Fault
RET00477,ORD008580,SKU00125,SEL0048,WH-MUM,Changed Mind,2026-03-30,2011.34,5,Customer Preference
RET00478,ORD002515,SKU00103,SEL0012,WH-KOL,Damaged Product,2026-06-17,5378.88,16,Seller Fault
RET00479,ORD006908,SKU00057,SEL0117,WH-MUM,Better Price Found,2026-08-03,3216.82,100,Customer Preference
RET00480,ORD006570,SKU00494,SEL0096,WH-MUM,Changed Mind,2026-03-25,414.64,63,Customer Preference
RET00481,ORD006255,SKU00235,SEL0129,WH-DEL,Better Price Found,2026-04-08,26629.92,100,Customer Preference
RET00482,ORD010843,SKU00410,SEL0124,WH-KOL,Wrong Item Delivered,2026-03-01,4439.12,15,Seller Fault
RET00483,ORD004476,SKU00210,SEL0063,WH-MUM,Quality Not as Expected,2026-04-29,9962.96,45,Customer Preference
RET00484,ORD001540,SKU00113,SEL0095,WH-KOL,Quality Not as Expected,2026-03-27,2430.05,82,Customer Preference
RET00485,ORD007986,SKU00421,SEL0031,WH-KOL,Damaged Product,2026-07-24,309.23,108,Seller Fault
RET00486,ORD010246,SKU00139,SEL0080,WH-BLR,Wrong Item Delivered,2026-02-26,3064.01,15,Seller Fault
RET00487,ORD006702,SKU00203,SEL0050,WH-KOL,Product Defective,2026-06-23,944.22,4,Seller Fault
RET00488,ORD002607,SKU00226,SEL0030,WH-BLR,Wrong Item Delivered,2026-04-30,17135.24,17,Seller Fault
RET00489,ORD002929,SKU00248,SEL0031,WH-KOL,Damaged Product,2026-03-29,1729.98,53,Seller Fault
RET00490,ORD002762,SKU00154,SEL0037,WH-KOL,Product Defective,2026-08-02,11716.46,54,Seller Fault
RET00491,ORD007296,SKU00275,SEL0075,WH-BLR,Product Defective,2026-04-25,21019.68,51,Seller Fault
RET00492,ORD005527,SKU00250,SEL0091,WH-KOL,Product Defective,2026-02-17,4628.17,39,Seller Fault
RET00493,ORD009978,SKU00366,SEL0143,WH-BLR,Changed Mind,2026-03-04,6808.14,43,Customer Preference
RET00494,ORD002916,SKU00255,SEL0061,WH-MUM,Quality Not as Expected,2026-07-20,17156.89,15,Customer Preference
RET00495,ORD000011,SKU00102,SEL0106,WH-DEL,Size Issue,2026-04-11,1546.51,36,Customer Preference
RET00496,ORD007306,SKU00276,SEL0124,WH-KOL,Size Issue,2026-03-15,2694.14,21,Customer Preference
RET00497,ORD008120,SKU00283,SEL0101,WH-MUM,Damaged Product,2026-03-21,19467.76,35,Seller Fault
RET00498,ORD006765,SKU00212,SEL0018,WH-KOL,Product Defective,2026-05-02,10205.74,21,Seller Fault
RET00499,ORD000017,SKU00412,SEL0121,WH-MUM,Changed Mind,2026-06-30,23037.82,33,Customer Preference
RET00500,ORD004490,SKU00074,SEL0026,WH-KOL,Quality Not as Expected,2026-07-17,7751.44,85,Customer Preference
RET00501,ORD010284,SKU00057,SEL0117,WH-MUM,Wrong Item Delivered,2026-06-28,3216.82,86,Seller Fault
RET00502,ORD010742,SKU00029,SEL0045,WH-MUM,Wrong Item Delivered,2026-02-27,16382.54,85,Seller Fault
RET00503,ORD010508,SKU00499,SEL0016,WH-BLR,Quality Not as Expected,2026-03-01,2425.5,106,Customer Preference
RET00504,ORD003487,SKU00333,SEL0001,WH-BLR,Quality Not as Expected,2026-02-16,4245.5,114,Customer Preference
RET00505,ORD007412,SKU00217,SEL0038,WH-BLR,Product Defective,2026-04-21,250.45,118,Seller Fault
RET00506,ORD001941,SKU00081,SEL0088,WH-MUM,Better Price Found,2026-07-09,2069.8,87,Customer Preference
RET00507,ORD004921,SKU00379,SEL0101,WH-MUM,Changed Mind,2026-03-05,17836.95,62,Customer Preference
RET00508,ORD006285,SKU00030,SEL0011,WH-BLR,Product Defective,2026-04-15,1113.36,51,Seller Fault
RET00509,ORD007832,SKU00315,SEL0023,WH-BLR,Quality Not as Expected,2026-07-20,2304.18,50,Customer Preference
RET00510,ORD004313,SKU00316,SEL0006,WH-MUM,Wrong Item Delivered,2026-03-17,8645.1,58,Seller Fault
RET00511,ORD006349,SKU00442,SEL0003,WH-DEL,Wrong Item Delivered,2026-05-13,4679.24,110,Seller Fault
RET00512,ORD001788,SKU00415,SEL0050,WH-KOL,Changed Mind,2026-03-29,45584.28,48,Customer Preference
RET00513,ORD007614,SKU00006,SEL0118,WH-KOL,Damaged Product,2026-03-16,890.85,94,Seller Fault
RET00514,ORD001926,SKU00361,SEL0015,WH-MUM,Changed Mind,2026-03-23,1183.7,78,Customer Preference
RET00515,ORD003149,SKU00020,SEL0060,WH-BLR,Changed Mind,2026-04-24,5889.34,55,Customer Preference
RET00516,ORD001666,SKU00356,SEL0024,WH-MUM,Damaged Product,2026-07-27,42999.3,15,Seller Fault
RET00517,ORD003791,SKU00135,SEL0042,WH-BLR,Product Defective,2026-03-15,2660.71,44,Seller Fault
RET00518,ORD006143,SKU00202,SEL0042,WH-BLR,Damaged Product,2026-06-18,8434.92,112,Seller Fault
RET00519,ORD002145,SKU00010,SEL0093,WH-MUM,Wrong Item Delivered,2026-02-07,5967.04,15,Seller Fault
RET00520,ORD010159,SKU00032,SEL0045,WH-MUM,Wrong Item Delivered,2026-06-03,14639.18,90,Seller Fault
RET00521,ORD009152,SKU00166,SEL0080,WH-BLR,Damaged Product,2026-06-05,3206.07,29,Seller Fault
RET00522,ORD009084,SKU00474,SEL0120,WH-KOL,Quality Not as Expected,2026-06-19,11371.28,56,Customer Preference
RET00523,ORD007617,SKU00198,SEL0086,WH-KOL,Product Defective,2026-06-15,14097.14,117,Seller Fault
RET00524,ORD000146,SKU00369,SEL0066,WH-DEL,Quality Not as Expected,2026-03-24,12226.57,41,Customer Preference
RET00525,ORD003534,SKU00367,SEL0123,WH-MUM,Size Issue,2026-06-10,16682.76,96,Customer Preference
RET00526,ORD009388,SKU00320,SEL0049,WH-BLR,Product Defective,2026-08-03,35496.06,104,Seller Fault
RET00527,ORD008829,SKU00448,SEL0098,WH-MUM,Size Issue,2026-05-13,47618.7,53,Customer Preference
RET00528,ORD009850,SKU00074,SEL0026,WH-KOL,Changed Mind,2026-06-01,15502.88,54,Customer Preference
RET00529,ORD007238,SKU00025,SEL0091,WH-KOL,Better Price Found,2026-06-08,7003.01,80,Customer Preference
RET00530,ORD003939,SKU00298,SEL0111,WH-BLR,Product Defective,2026-03-25,2996.88,39,Seller Fault
RET00531,ORD011225,SKU00204,SEL0076,WH-KOL,Size Issue,2026-04-24,2459.32,16,Customer Preference
RET00532,ORD008801,SKU00013,SEL0025,WH-MUM,Quality Not as Expected,2026-05-06,5291.5,67,Customer Preference
RET00533,ORD000739,SKU00463,SEL0014,WH-BLR,Quality Not as Expected,2026-03-01,9659.18,114,Customer Preference
RET00534,ORD002348,SKU00195,SEL0068,WH-BLR,Changed Mind,2026-05-23,2844.3,45,Customer Preference
RET00535,ORD000675,SKU00228,SEL0071,WH-BLR,Damaged Product,2026-03-30,6841.73,67,Seller Fault
RET00536,ORD011491,SKU00419,SEL0081,WH-KOL,Product Defective,2026-07-18,667.69,106,Seller Fault
RET00537,ORD005878,SKU00085,SEL0085,WH-DEL,Changed Mind,2026-06-06,4792.15,92,Customer Preference
RET00538,ORD007643,SKU00195,SEL0068,WH-BLR,Changed Mind,2026-03-15,5688.6,9,Customer Preference
RET00539,ORD006992,SKU00168,SEL0062,WH-MUM,Damaged Product,2026-03-10,1126.32,79,Seller Fault
RET00540,ORD011438,SKU00295,SEL0120,WH-KOL,Wrong Item Delivered,2026-03-06,986.82,75,Seller Fault
RET00541,ORD000189,SKU00387,SEL0035,WH-MUM,Quality Not as Expected,2026-06-15,4650.54,73,Customer Preference
RET00542,ORD007730,SKU00472,SEL0040,WH-MUM,Damaged Product,2026-02-20,26106.56,81,Seller Fault
RET00543,ORD001741,SKU00040,SEL0052,WH-DEL,Late Delivery,2026-04-01,6273.41,65,Logistics Fault
RET00544,ORD009136,SKU00162,SEL0005,WH-BLR,Size Issue,2026-06-08,3019.6,68,Customer Preference
RET00545,ORD005939,SKU00129,SEL0065,WH-DEL,Late Delivery,2026-06-10,41898.78,23,Logistics Fault
RET00546,ORD003836,SKU00030,SEL0011,WH-BLR,Wrong Item Delivered,2026-05-08,2226.72,46,Seller Fault
RET00547,ORD007351,SKU00415,SEL0050,WH-KOL,Better Price Found,2026-08-06,30389.52,62,Customer Preference
RET00548,ORD001214,SKU00105,SEL0008,WH-BLR,Quality Not as Expected,2026-06-20,507.88,52,Customer Preference
RET00549,ORD011032,SKU00064,SEL0081,WH-KOL,Damaged Product,2026-07-10,816.04,117,Seller Fault
RET00550,ORD010637,SKU00033,SEL0019,WH-KOL,Quality Not as Expected,2026-05-24,3240.42,57,Customer Preference
RET00551,ORD004133,SKU00102,SEL0106,WH-DEL,Changed Mind,2026-06-24,1546.51,10,Customer Preference
RET00552,ORD008183,SKU00311,SEL0050,WH-KOL,Damaged Product,2026-06-20,3162.45,24,Seller Fault
RET00553,ORD008469,SKU00424,SEL0119,WH-MUM,Damaged Product,2026-05-11,2361.2,44,Seller Fault
RET00554,ORD010782,SKU00276,SEL0124,WH-KOL,Quality Not as Expected,2026-04-23,2694.14,68,Customer Preference
RET00555,ORD006792,SKU00016,SEL0094,WH-BLR,Quality Not as Expected,2026-05-12,492.66,100,Customer Preference
RET00556,ORD010902,SKU00295,SEL0120,WH-KOL,Quality Not as Expected,2026-05-14,986.82,28,Customer Preference
RET00557,ORD005093,SKU00492,SEL0038,WH-BLR,Quality Not as Expected,2026-04-07,4593.63,82,Customer Preference
RET00558,ORD008710,SKU00087,SEL0103,WH-KOL,Product Defective,2026-06-12,170.72,114,Seller Fault
RET00559,ORD005274,SKU00008,SEL0008,WH-BLR,Damaged Product,2026-07-20,2655.88,24,Seller Fault
RET00560,ORD002891,SKU00054,SEL0147,WH-BLR,Better Price Found,2026-06-16,2872.0,84,Customer Preference
RET00561,ORD008125,SKU00382,SEL0044,WH-BLR,Wrong Item Delivered,2026-05-26,9705.36,22,Seller Fault
RET00562,ORD001398,SKU00202,SEL0042,WH-BLR,Changed Mind,2026-02-27,12652.38,108,Customer Preference
RET00563,ORD008355,SKU00358,SEL0119,WH-MUM,Quality Not as Expected,2026-05-11,607.66,59,Customer Preference
RET00564,ORD004801,SKU00100,SEL0145,WH-BLR,Late Delivery,2026-05-02,3193.89,34,Logistics Fault
RET00565,ORD004814,SKU00328,SEL0037,WH-KOL,Size Issue,2026-03-23,3257.74,35,Customer Preference
RET00566,ORD011019,SKU00308,SEL0048,WH-MUM,Better Price Found,2026-06-08,1285.78,22,Customer Preference
RET00567,ORD001348,SKU00431,SEL0065,WH-DEL,Damaged Product,2026-05-30,30417.0,23,Seller Fault
RET00568,ORD002558,SKU00134,SEL0028,WH-DEL,Changed Mind,2026-06-03,5324.04,78,Customer Preference
RET00569,ORD001460,SKU00300,SEL0050,WH-KOL,Quality Not as Expected,2026-05-17,2781.03,100,Customer Preference
RET00570,ORD006028,SKU00053,SEL0074,WH-DEL,Damaged Product,2026-06-27,2188.6,32,Seller Fault
RET00571,ORD000836,SKU00237,SEL0103,WH-KOL,Wrong Item Delivered,2026-06-29,1414.25,87,Seller Fault
RET00572,ORD001729,SKU00289,SEL0134,WH-DEL,Better Price Found,2026-02-20,2189.12,32,Customer Preference
RET00573,ORD002811,SKU00077,SEL0040,WH-MUM,Quality Not as Expected,2026-05-25,3918.19,53,Customer Preference
RET00574,ORD008457,SKU00267,SEL0093,WH-MUM,Size Issue,2026-05-14,2596.2,78,Customer Preference
RET00575,ORD007145,SKU00069,SEL0099,WH-KOL,Quality Not as Expected,2026-02-12,7353.96,23,Customer Preference
RET00576,ORD004685,SKU00369,SEL0066,WH-DEL,Damaged Product,2026-07-14,12226.57,36,Seller Fault
RET00577,ORD009451,SKU00463,SEL0014,WH-BLR,Better Price Found,2026-06-07,4829.59,4,Customer Preference
RET00578,ORD009336,SKU00088,SEL0001,WH-BLR,Size Issue,2026-08-05,1329.47,108,Customer Preference
RET00579,ORD008512,SKU00447,SEL0066,WH-DEL,Late Delivery,2026-08-03,838.48,20,Logistics Fault
RET00580,ORD001346,SKU00216,SEL0143,WH-BLR,Damaged Product,2026-04-29,2491.04,85,Seller Fault
RET00581,ORD000729,SKU00463,SEL0014,WH-BLR,Product Defective,2026-05-11,9659.18,40,Seller Fault
RET00582,ORD011463,SKU00201,SEL0092,WH-MUM,Size Issue,2026-08-06,42403.59,48,Customer Preference
RET00583,ORD008667,SKU00193,SEL0072,WH-KOL,Quality Not as Expected,2026-07-14,278.41,34,Customer Preference
RET00584,ORD001645,SKU00038,SEL0018,WH-KOL,Product Defective,2026-06-07,5570.3,44,Seller Fault
RET00585,ORD001646,SKU00179,SEL0093,WH-MUM,Quality Not as Expected,2026-06-02,1509.04,35,Customer Preference
RET00586,ORD002261,SKU00437,SEL0119,WH-MUM,Late Delivery,2026-07-22,2535.66,6,Logistics Fault
RET00587,ORD001448,SKU00423,SEL0020,WH-BLR,Damaged Product,2026-05-25,9110.04,29,Seller Fault
RET00588,ORD002052,SKU00100,SEL0145,WH-BLR,Quality Not as Expected,2026-03-25,3193.89,26,Customer Preference
RET00589,ORD011362,SKU00003,SEL0010,WH-DEL,Quality Not as Expected,2026-07-06,1696.46,12,Customer Preference
RET00590,ORD004170,SKU00484,SEL0033,WH-BLR,Size Issue,2026-05-12,6426.15,28,Customer Preference
RET00591,ORD011124,SKU00425,SEL0026,WH-KOL,Damaged Product,2026-04-22,21770.97,13,Seller Fault
RET00592,ORD001543,SKU00138,SEL0114,WH-MUM,Damaged Product,2026-05-26,29520.78,99,Seller Fault
RET00593,ORD006837,SKU00244,SEL0074,WH-DEL,Quality Not as Expected,2026-06-22,1747.94,117,Customer Preference
RET00594,ORD008371,SKU00386,SEL0076,WH-KOL,Size Issue,2026-07-01,4028.26,34,Customer Preference
RET00595,ORD005354,SKU00154,SEL0037,WH-KOL,Damaged Product,2026-03-03,5858.23,20,Seller Fault
RET00596,ORD007100,SKU00450,SEL0121,WH-MUM,Product Defective,2026-04-25,10084.65,19,Seller Fault
RET00597,ORD005746,SKU00245,SEL0030,WH-BLR,Better Price Found,2026-04-06,3842.58,19,Customer Preference
RET00598,ORD001871,SKU00014,SEL0019,WH-KOL,Damaged Product,2026-04-17,20484.3,87,Seller Fault
RET00599,ORD010895,SKU00022,SEL0112,WH-MUM,Product Defective,2026-06-30,26477.88,18,Seller Fault
RET00600,ORD005294,SKU00115,SEL0030,WH-BLR,Damaged Product,2026-05-06,27908.04,53,Seller Fault
RET00601,ORD003817,SKU00369,SEL0066,WH-DEL,Wrong Item Delivered,2026-04-20,24453.14,44,Seller Fault
RET00602,ORD000948,SKU00472,SEL0040,WH-MUM,Damaged Product,2026-05-18,39159.84,69,Seller Fault
RET00603,ORD002829,SKU00126,SEL0045,WH-MUM,Quality Not as Expected,2026-03-06,5660.7,114,Customer Preference
RET00604,ORD004647,SKU00460,SEL0081,WH-KOL,Size Issue,2026-03-03,2705.85,103,Customer Preference
RET00605,ORD007648,SKU00488,SEL0134,WH-DEL,Product Defective,2026-05-01,6072.4,77,Seller Fault
RET00606,ORD002862,SKU00274,SEL0086,WH-KOL,Changed Mind,2026-06-10,8815.75,109,Customer Preference
RET00607,ORD004660,SKU00497,SEL0122,WH-KOL,Wrong Item Delivered,2026-06-12,1980.22,116,Seller Fault
RET00608,ORD003277,SKU00025,SEL0091,WH-KOL,Late Delivery,2026-07-03,14006.02,118,Logistics Fault
RET00609,ORD009444,SKU00040,SEL0052,WH-DEL,Product Defective,2026-04-26,6273.41,25,Seller Fault
RET00610,ORD011111,SKU00443,SEL0095,WH-KOL,Wrong Item Delivered,2026-07-01,5637.44,110,Seller Fault
RET00611,ORD011531,SKU00368,SEL0042,WH-BLR,Size Issue,2026-05-06,3382.95,88,Customer Preference
RET00612,ORD006212,SKU00482,SEL0056,WH-MUM,Late Delivery,2026-05-25,4736.3,90,Logistics Fault
RET00613,ORD002869,SKU00122,SEL0150,WH-BLR,Late Delivery,2026-04-28,16658.39,13,Logistics Fault
RET00614,ORD010340,SKU00471,SEL0037,WH-KOL,Product Defective,2026-04-12,3123.23,19,Seller Fault
RET00615,ORD003905,SKU00204,SEL0076,WH-KOL,Changed Mind,2026-08-05,3688.98,70,Customer Preference
RET00616,ORD010226,SKU00032,SEL0045,WH-MUM,Wrong Item Delivered,2026-02-25,7319.59,78,Seller Fault
RET00617,ORD009527,SKU00358,SEL0119,WH-MUM,Size Issue,2026-05-08,607.66,93,Customer Preference
RET00618,ORD006857,SKU00426,SEL0093,WH-MUM,Quality Not as Expected,2026-02-16,206.39,111,Customer Preference
RET00619,ORD006501,SKU00260,SEL0138,WH-MUM,Size Issue,2026-05-31,5969.38,17,Customer Preference
RET00620,ORD004212,SKU00093,SEL0070,WH-DEL,Wrong Item Delivered,2026-06-02,653.29,45,Seller Fault
RET00621,ORD000973,SKU00364,SEL0006,WH-MUM,Quality Not as Expected,2026-07-29,384.77,53,Customer Preference
RET00622,ORD007921,SKU00157,SEL0103,WH-KOL,Quality Not as Expected,2026-04-24,3054.38,48,Customer Preference
RET00623,ORD000093,SKU00227,SEL0006,WH-MUM,Changed Mind,2026-04-18,358.98,26,Customer Preference
RET00624,ORD005214,SKU00236,SEL0149,WH-BLR,Better Price Found,2026-06-04,2446.56,62,Customer Preference
RET00625,ORD005031,SKU00037,SEL0073,WH-MUM,Damaged Product,2026-04-28,5681.48,51,Seller Fault
RET00626,ORD005925,SKU00469,SEL0150,WH-BLR,Product Defective,2026-03-21,12155.34,4,Seller Fault
RET00627,ORD008534,SKU00170,SEL0099,WH-KOL,Size Issue,2026-03-27,1003.41,18,Customer Preference
RET00628,ORD005351,SKU00089,SEL0025,WH-MUM,Damaged Product,2026-04-23,1762.44,31,Seller Fault
RET00629,ORD001212,SKU00013,SEL0025,WH-MUM,Product Defective,2026-05-26,5291.5,94,Seller Fault
RET00630,ORD000306,SKU00189,SEL0090,WH-MUM,Quality Not as Expected,2026-04-04,1712.49,115,Customer Preference
RET00631,ORD004772,SKU00202,SEL0042,WH-BLR,Size Issue,2026-04-04,4217.46,9,Customer Preference
RET00632,ORD010685,SKU00410,SEL0124,WH-KOL,Size Issue,2026-06-01,2219.56,30,Customer Preference
RET00633,ORD001885,SKU00428,SEL0087,WH-DEL,Size Issue,2026-04-04,242.6,24,Customer Preference
RET00634,ORD001375,SKU00479,SEL0121,WH-MUM,Better Price Found,2026-06-15,10353.32,115,Customer Preference
RET00635,ORD003210,SKU00499,SEL0016,WH-BLR,Wrong Item Delivered,2026-04-28,7276.5,5,Seller Fault
RET00636,ORD003468,SKU00483,SEL0093,WH-MUM,Damaged Product,2026-05-19,581.49,62,Seller Fault
RET00637,ORD005853,SKU00374,SEL0091,WH-KOL,Better Price Found,2026-07-04,15091.24,97,Customer Preference
RET00638,ORD004363,SKU00269,SEL0061,WH-MUM,Product Defective,2026-04-04,15484.81,74,Seller Fault
RET00639,ORD009095,SKU00433,SEL0109,WH-MUM,Quality Not as Expected,2026-02-24,6647.61,23,Customer Preference
RET00640,ORD006833,SKU00001,SEL0136,WH-DEL,Late Delivery,2026-03-31,6418.18,48,Logistics Fault
RET00641,ORD000842,SKU00040,SEL0052,WH-DEL,Quality Not as Expected,2026-07-23,6273.41,90,Customer Preference
RET00642,ORD007283,SKU00254,SEL0123,WH-MUM,Damaged Product,2026-03-29,28073.18,116,Seller Fault
RET00643,ORD011382,SKU00173,SEL0109,WH-MUM,Wrong Item Delivered,2026-02-28,15701.54,68,Seller Fault
RET00644,ORD006168,SKU00307,SEL0141,WH-MUM,Product Defective,2026-03-21,1646.48,64,Seller Fault
RET00645,ORD004360,SKU00084,SEL0052,WH-DEL,Changed Mind,2026-05-28,2959.22,14,Customer Preference
RET00646,ORD006800,SKU00292,SEL0034,WH-MUM,Quality Not as Expected,2026-03-13,2493.23,75,Customer Preference
RET00647,ORD010189,SKU00466,SEL0065,WH-DEL,Better Price Found,2026-04-09,13914.39,82,Customer Preference
RET00648,ORD000441,SKU00103,SEL0012,WH-KOL,Quality Not as Expected,2026-07-11,1792.96,15,Customer Preference
RET00649,ORD009250,SKU00268,SEL0012,WH-KOL,Size Issue,2026-02-15,241.2,113,Customer Preference
RET00650,ORD002817,SKU00047,SEL0098,WH-MUM,Wrong Item Delivered,2026-02-15,13332.56,39,Seller Fault
RET00651,ORD008282,SKU00328,SEL0037,WH-KOL,Size Issue,2026-05-28,3257.74,99,Customer Preference
RET00652,ORD002867,SKU00276,SEL0124,WH-KOL,Changed Mind,2026-03-25,5388.28,98,Customer Preference
RET00653,ORD000692,SKU00494,SEL0096,WH-MUM,Product Defective,2026-05-09,1243.92,10,Seller Fault
RET00654,ORD002133,SKU00259,SEL0033,WH-BLR,Better Price Found,2026-07-25,1881.53,107,Customer Preference
RET00655,ORD000548,SKU00052,SEL0132,WH-DEL,Quality Not as Expected,2026-05-06,3574.92,33,Customer Preference
RET00656,ORD006696,SKU00465,SEL0020,WH-BLR,Size Issue,2026-02-16,8729.82,103,Customer Preference
RET00657,ORD001168,SKU00157,SEL0103,WH-KOL,Product Defective,2026-04-25,1527.19,109,Seller Fault
RET00658,ORD001311,SKU00324,SEL0076,WH-KOL,Product Defective,2026-02-17,4855.44,103,Seller Fault
RET00659,ORD005301,SKU00335,SEL0015,WH-MUM,Changed Mind,2026-05-04,2807.42,37,Customer Preference
RET00660,ORD005765,SKU00026,SEL0025,WH-MUM,Better Price Found,2026-05-03,2785.72,14,Customer Preference
RET00661,ORD003805,SKU00334,SEL0113,WH-BLR,Size Issue,2026-07-11,3394.64,63,Customer Preference
RET00662,ORD000020,SKU00431,SEL0065,WH-DEL,Changed Mind,2026-04-23,30417.0,84,Customer Preference
RET00663,ORD005087,SKU00215,SEL0069,WH-DEL,Quality Not as Expected,2026-08-07,18248.36,118,Customer Preference
RET00664,ORD005534,SKU00004,SEL0010,WH-DEL,Late Delivery,2026-05-26,716.52,116,Logistics Fault
RET00665,ORD009785,SKU00034,SEL0068,WH-BLR,Wrong Item Delivered,2026-04-30,2744.4,49,Seller Fault
RET00666,ORD002111,SKU00084,SEL0052,WH-DEL,Product Defective,2026-05-08,2959.22,104,Seller Fault
RET00667,ORD007586,SKU00014,SEL0019,WH-KOL,Product Defective,2026-06-09,30726.45,114,Seller Fault
RET00668,ORD000512,SKU00292,SEL0034,WH-MUM,Changed Mind,2026-08-07,2493.23,10,Customer Preference
RET00669,ORD008945,SKU00022,SEL0112,WH-MUM,Wrong Item Delivered,2026-03-04,13238.94,33,Seller Fault
RET00670,ORD010593,SKU00409,SEL0047,WH-MUM,Changed Mind,2026-03-29,507.67,50,Customer Preference
RET00671,ORD005017,SKU00206,SEL0116,WH-KOL,Changed Mind,2026-02-27,18418.28,16,Customer Preference
RET00672,ORD002312,SKU00088,SEL0001,WH-BLR,Damaged Product,2026-02-24,1329.47,114,Seller Fault
RET00673,ORD008741,SKU00109,SEL0026,WH-KOL,Size Issue,2026-02-14,5559.62,4,Customer Preference
RET00674,ORD010562,SKU00458,SEL0130,WH-MUM,Damaged Product,2026-06-28,12355.36,119,Seller Fault
RET00675,ORD010816,SKU00383,SEL0142,WH-KOL,Quality Not as Expected,2026-04-20,1716.18,62,Customer Preference
RET00676,ORD007552,SKU00496,SEL0099,WH-KOL,Damaged Product,2026-06-16,10541.07,65,Seller Fault
RET00677,ORD001972,SKU00410,SEL0124,WH-KOL,Size Issue,2026-03-12,2219.56,11,Customer Preference
RET00678,ORD000585,SKU00299,SEL0116,WH-KOL,Wrong Item Delivered,2026-06-01,7006.83,55,Seller Fault
RET00679,ORD006698,SKU00260,SEL0138,WH-MUM,Better Price Found,2026-07-28,2984.69,89,Customer Preference
RET00680,ORD001191,SKU00024,SEL0108,WH-DEL,Wrong Item Delivered,2026-03-25,1315.39,55,Seller Fault
RET00681,ORD011155,SKU00226,SEL0030,WH-BLR,Size Issue,2026-04-09,17135.24,103,Customer Preference
RET00682,ORD006423,SKU00312,SEL0022,WH-MUM,Damaged Product,2026-07-02,2227.08,95,Seller Fault
RET00683,ORD004535,SKU00317,SEL0089,WH-MUM,Better Price Found,2026-02-16,9319.54,80,Customer Preference
RET00684,ORD007282,SKU00405,SEL0082,WH-MUM,Quality Not as Expected,2026-04-21,2344.56,17,Customer Preference
RET00685,ORD011219,SKU00290,SEL0028,WH-DEL,Size Issue,2026-02-20,35942.67,41,Customer Preference
RET00686,ORD000486,SKU00453,SEL0143,WH-BLR,Late Delivery,2026-04-07,4752.39,33,Logistics Fault
RET00687,ORD003470,SKU00317,SEL0089,WH-MUM,Damaged Product,2026-07-28,27958.62,49,Seller Fault
RET00688,ORD008836,SKU00401,SEL0146,WH-BLR,Changed Mind,2026-03-09,2707.0,18,Customer Preference
RET00689,ORD009933,SKU00276,SEL0124,WH-KOL,Quality Not as Expected,2026-03-16,2694.14,109,Customer Preference
RET00690,ORD010713,SKU00476,SEL0057,WH-MUM,Damaged Product,2026-02-24,3376.78,75,Seller Fault
RET00691,ORD005470,SKU00198,SEL0086,WH-KOL,Quality Not as Expected,2026-04-17,42291.42,54,Customer Preference
RET00692,ORD001590,SKU00496,SEL0099,WH-KOL,Damaged Product,2026-04-08,31623.21,74,Seller Fault
RET00693,ORD008150,SKU00297,SEL0104,WH-BLR,Better Price Found,2026-03-06,2153.41,25,Customer Preference
RET00694,ORD009958,SKU00247,SEL0144,WH-BLR,Late Delivery,2026-04-13,21544.6,84,Logistics Fault
RET00695,ORD004081,SKU00465,SEL0020,WH-BLR,Quality Not as Expected,2026-03-19,4364.91,25,Customer Preference
RET00696,ORD010700,SKU00009,SEL0094,WH-BLR,Size Issue,2026-08-11,2044.92,54,Customer Preference
RET00697,ORD000045,SKU00496,SEL0099,WH-KOL,Size Issue,2026-06-23,31623.21,28,Customer Preference
RET00698,ORD005037,SKU00478,SEL0083,WH-KOL,Quality Not as Expected,2026-07-12,6371.74,86,Customer Preference
RET00699,ORD007252,SKU00051,SEL0094,WH-BLR,Better Price Found,2026-07-07,6493.7,38,Customer Preference
RET00700,ORD007191,SKU00114,SEL0122,WH-KOL,Quality Not as Expected,2026-02-15,12021.79,14,Customer Preference
RET00701,ORD010175,SKU00284,SEL0132,WH-DEL,Product Defective,2026-04-20,2396.66,53,Seller Fault
RET00702,ORD010998,SKU00354,SEL0009,WH-BLR,Damaged Product,2026-08-01,13458.59,35,Seller Fault
RET00703,ORD003887,SKU00347,SEL0115,WH-DEL,Size Issue,2026-02-22,1135.61,90,Customer Preference
RET00704,ORD009019,SKU00218,SEL0015,WH-MUM,Size Issue,2026-05-12,2909.28,28,Customer Preference
RET00705,ORD002456,SKU00015,SEL0003,WH-DEL,Damaged Product,2026-04-17,17017.56,60,Seller Fault
RET00706,ORD004474,SKU00089,SEL0025,WH-MUM,Size Issue,2026-05-01,3524.88,87,Customer Preference
RET00707,ORD007686,SKU00151,SEL0014,WH-BLR,Wrong Item Delivered,2026-04-25,1483.66,20,Seller Fault
RET00708,ORD006078,SKU00373,SEL0016,WH-BLR,Wrong Item Delivered,2026-05-27,938.93,117,Seller Fault
RET00709,ORD004095,SKU00257,SEL0008,WH-BLR,Damaged Product,2026-03-03,3259.69,35,Seller Fault
RET00710,ORD009440,SKU00218,SEL0015,WH-MUM,Damaged Product,2026-05-05,8727.84,31,Seller Fault
