Delivery_ID,Order_ID,City,Warehouse_ID,Rider_ID,Distance_km,Delivery_Time_hr,Delay_Days,SLA_Met,Fuel_Cost,Traffic_Level,Delivery_Status,Delivery_Month
DEL00463,ORD006558,Mumbai,WH-MUM,RID021,8.6,4.14,1,No,36.67,Medium,Delivered,2026-05
DEL00464,ORD006750,Pune,WH-BLR,RID021,590.6,26.45,4,No,2694.5,Low,Delivered,2026-08
DEL00465,ORD006437,Chennai,WH-BLR,RID032,1932.6,72.0,0,Yes,6956.82,High,Delivered,2026-04
DEL00466,ORD002298,Kolkata,WH-KOL,RID024,6.1,2.34,0,Yes,21.85,Low,Delivered,2026-02
DEL00467,ORD009000,Pune,WH-DEL,RID037,860.9,37.4,4,No,4360.38,High,Delivered,2026-08
DEL00468,ORD010313,Pune,WH-MUM,RID027,427.9,17.59,0,Yes,1802.41,Low,Delivered,2026-06
DEL00469,ORD008079,Ahmedabad,WH-BLR,RID001,468.3,21.04,1,No,2261.69,Medium,Delivered,2026-05
DEL00470,ORD009938,Delhi,WH-BLR,RID012,16.7,1.45,4,No,77.59,Medium,Delivered,2026-04
DEL00471,ORD001922,Ahmedabad,WH-BLR,RID025,525.3,23.91,0,Yes,2753.55,Medium,Delivered,2026-04
DEL00472,ORD004349,Mumbai,WH-MUM,RID026,17.0,1.82,0,Yes,79.14,Low,Delivered,2026-04
DEL00473,ORD002622,Bengaluru,WH-DEL,RID028,10.8,2.74,1,No,48.4,Medium,RTO,2026-02
DEL00474,ORD010736,Chennai,WH-MUM,RID010,1014.0,44.5,2,No,4856.59,Medium,Delivered,2026-07
DEL00475,ORD009930,Kolkata,WH-MUM,RID023,4.4,3.29,1,No,16.23,Low,Delivered,2026-06
DEL00476,ORD010458,Bengaluru,WH-BLR,RID025,7.2,1.27,2,No,27.44,Medium,Delivered,2026-07
DEL00477,ORD007611,Ahmedabad,WH-MUM,RID015,549.8,24.22,0,Yes,2679.44,Medium,Delivered,2026-05
DEL00478,ORD009680,Kolkata,WH-BLR,RID026,14.5,2.65,1,No,67.42,Low,Delivered,2026-03
DEL00479,ORD008675,Bengaluru,WH-BLR,RID021,14.7,2.53,1,No,63.27,High,Delivered,2026-02
DEL00480,ORD008322,Mumbai,WH-BLR,RID040,6.7,3.94,1,No,24.56,High,Delivered,2026-06
DEL00481,ORD011116,Bengaluru,WH-BLR,RID015,6.8,2.21,1,No,25.54,High,Delivered,2026-04
DEL00482,ORD008303,Ahmedabad,WH-MUM,RID005,783.3,35.63,0,Yes,2981.9,Low,Delivered,2026-06
DEL00483,ORD004652,Hyderabad,WH-DEL,RID038,382.1,16.65,0,Yes,1412.12,High,Delivered,2026-04
DEL00484,ORD005274,Ahmedabad,WH-BLR,RID016,366.8,16.75,4,No,1889.63,Medium,Delivered,2026-07
DEL00485,ORD008796,Ahmedabad,WH-BLR,RID032,558.4,24.35,0,Yes,2900.81,Medium,Delivered,2026-07
DEL00486,ORD007920,Delhi,WH-MUM,RID033,7.3,2.58,2,No,29.66,Medium,Delivered,2026-06
DEL00487,ORD010780,Chennai,WH-KOL,RID025,1665.3,69.42,0,Yes,6357.41,Medium,Delivered,2026-02
DEL00488,ORD008309,Chennai,WH-KOL,RID012,1753.9,72.0,0,Yes,7644.62,Low,Delivered,2026-06
DEL00489,ORD011184,Delhi,WH-BLR,RID015,15.3,2.52,2,No,84.12,High,Delivered Late,2026-03
DEL00490,ORD000840,Pune,WH-BLR,RID020,728.9,30.97,0,Yes,2639.82,Low,Delivered,2026-05
DEL00491,ORD006196,Chennai,WH-KOL,RID009,1546.4,63.79,1,No,8228.44,Low,Delivered,2026-08
DEL00492,ORD011171,Ahmedabad,WH-BLR,RID002,419.4,19.71,4,No,1876.19,Medium,Delivered,2026-07
DEL00493,ORD003618,Hyderabad,WH-BLR,RID012,463.1,19.31,0,Yes,2052.35,Low,Delivered,2026-05
DEL00494,ORD001749,Kolkata,WH-BLR,RID029,14.5,2.13,1,No,53.92,Medium,RTO,2026-05
DEL00495,ORD002044,Ahmedabad,WH-MUM,RID017,444.3,21.58,2,No,1846.73,Medium,Delivered,2026-04
DEL00496,ORD001572,Kolkata,WH-BLR,RID023,13.7,0.5,2,No,52.71,Medium,Delivered,2026-04
DEL00497,ORD004538,Ahmedabad,WH-KOL,RID017,250.1,12.91,0,Yes,1301.79,Low,Delivered,2026-03
DEL00498,ORD004507,Delhi,WH-BLR,RID035,9.0,3.56,0,Yes,42.64,Low,Delivered,2026-03
DEL00499,ORD004047,Hyderabad,WH-KOL,RID011,888.2,38.49,1,No,4515.78,Medium,Delivered,2026-07
DEL00500,ORD000743,Pune,WH-KOL,RID017,429.2,18.66,0,Yes,2193.47,Medium,Delivered,2026-06
DEL00501,ORD010463,Kolkata,WH-MUM,RID011,16.4,3.69,4,No,77.68,Medium,Delivered,2026-05
DEL00502,ORD004526,Chennai,WH-DEL,RID035,1133.6,47.96,0,Yes,5501.45,Medium,Delivered,2026-02
DEL00503,ORD004407,Kolkata,WH-KOL,RID022,12.5,3.08,0,Yes,62.24,Medium,Delivered Late,2026-07
DEL00504,ORD006405,Ahmedabad,WH-DEL,RID036,801.0,32.95,0,Yes,3908.65,Medium,Delivered,2026-03
DEL00505,ORD004748,Kolkata,WH-BLR,RID031,5.2,1.94,2,No,22.97,High,Delivered,2026-06
DEL00506,ORD002351,Ahmedabad,WH-KOL,RID025,193.9,9.85,0,Yes,879.57,Medium,RTO,2026-03
DEL00507,ORD006148,Pune,WH-DEL,RID012,861.9,39.03,1,No,4730.21,High,Delivered,2026-06
DEL00508,ORD001493,Delhi,WH-MUM,RID018,9.4,1.16,0,Yes,51.64,High,Delivered,2026-04
DEL00509,ORD008094,Delhi,WH-MUM,RID034,9.2,2.29,1,No,43.32,Low,Delivered,2026-06
DEL00510,ORD009223,Kolkata,WH-MUM,RID017,15.0,3.0,2,No,57.59,Medium,Delivered,2026-07
DEL00511,ORD005426,Chennai,WH-BLR,RID025,1135.3,47.45,0,Yes,4227.2,Medium,Delivered,2026-04
DEL00512,ORD009086,Hyderabad,WH-MUM,RID005,389.9,17.76,2,No,1638.99,Medium,Delivered,2026-06
DEL00513,ORD003089,Hyderabad,WH-KOL,RID018,355.1,14.58,1,No,1804.5,Low,Delivered,2026-04
DEL00514,ORD009547,Hyderabad,WH-MUM,RID025,459.0,20.64,4,No,1895.31,Medium,Delivered,2026-02
DEL00515,ORD005390,Hyderabad,WH-DEL,RID030,549.9,22.93,4,No,2217.17,Medium,Delivered,2026-04
DEL00516,ORD001344,Hyderabad,WH-KOL,RID037,758.5,32.29,0,Yes,3659.89,High,Delivered,2026-06
DEL00517,ORD008905,Kolkata,WH-KOL,RID009,14.5,2.51,2,No,62.29,High,Delivered,2026-04
DEL00518,ORD004307,Delhi,WH-MUM,RID004,15.6,3.97,1,No,71.86,Low,Delivered,2026-06
DEL00519,ORD005037,Kolkata,WH-KOL,RID025,17.1,0.5,0,Yes,86.09,Low,Delivered,2026-07
DEL00520,ORD002160,Mumbai,WH-KOL,RID002,15.7,0.52,1,No,79.5,Medium,Delivered,2026-03
DEL00521,ORD003553,Bengaluru,WH-KOL,RID028,17.2,2.05,4,No,78.9,High,Delivered,2026-06
DEL00522,ORD011376,Mumbai,WH-MUM,RID035,17.8,3.61,0,Yes,94.41,High,Delivered,2026-06
DEL00523,ORD009338,Pune,WH-KOL,RID039,821.4,35.17,1,No,4278.54,Medium,Delivered,2026-06
DEL00524,ORD008047,Kolkata,WH-MUM,RID008,16.8,2.66,0,Yes,62.28,High,Delivered,2026-04
DEL00525,ORD004518,Bengaluru,WH-MUM,RID021,17.4,4.06,0,Yes,84.45,Medium,Delivered,2026-05
DEL00526,ORD006043,Pune,WH-MUM,RID012,330.3,14.4,0,Yes,1604.37,Low,Delivered,2026-05
DEL00527,ORD008584,Bengaluru,WH-MUM,RID025,5.7,1.66,2,No,22.75,Low,Delivered,2026-07
DEL00528,ORD002807,Delhi,WH-MUM,RID023,10.3,2.96,1,No,41.89,Low,Delivered,2026-03
DEL00529,ORD008061,Ahmedabad,WH-BLR,RID027,504.6,22.54,0,Yes,2349.96,Medium,Delivered,2026-02
DEL00530,ORD009857,Pune,WH-KOL,RID024,541.9,22.97,1,No,2929.46,Low,Delivered,2026-06
DEL00531,ORD004113,Mumbai,WH-MUM,RID005,6.9,1.73,0,Yes,27.06,Low,Delivered,2026-02
DEL00532,ORD004039,Delhi,WH-BLR,RID006,15.8,1.86,2,No,82.63,High,Delivered,2026-05
DEL00533,ORD001106,Bengaluru,WH-KOL,RID037,16.2,1.36,0,Yes,65.62,Medium,Delivered,2026-05
DEL00534,ORD005437,Bengaluru,WH-BLR,RID037,15.4,2.06,0,Yes,73.58,Low,Delivered,2026-07
DEL00535,ORD011351,Hyderabad,WH-DEL,RID029,619.9,24.78,2,No,2578.44,Low,Delivered,2026-06
DEL00536,ORD010863,Delhi,WH-MUM,RID022,14.7,2.44,1,No,74.88,Medium,Delivered,2026-02
DEL00537,ORD010161,Chennai,WH-MUM,RID018,2022.7,72.0,1,No,10100.15,Low,Delivered,2026-02
DEL00538,ORD002604,Mumbai,WH-KOL,RID018,15.4,2.72,1,No,80.09,Low,Delivered,2026-02
DEL00539,ORD001780,Chennai,WH-DEL,RID004,1151.6,49.31,0,Yes,6174.55,High,Delivered,2026-04
DEL00540,ORD010408,Ahmedabad,WH-MUM,RID040,226.8,10.95,0,Yes,845.85,High,Delivered Late,2026-02
DEL00541,ORD000786,Mumbai,WH-MUM,RID019,14.7,1.73,0,Yes,60.11,Medium,Delivered,2026-03
DEL00542,ORD003453,Hyderabad,WH-BLR,RID032,687.6,29.25,1,No,2538.6,High,Delivered,2026-03
DEL00543,ORD003514,Kolkata,WH-DEL,RID028,14.0,1.54,1,No,71.23,Medium,Delivered,2026-04
DEL00544,ORD008440,Ahmedabad,WH-BLR,RID018,895.4,38.29,2,No,3707.75,High,Delivered,2026-03
DEL00545,ORD007474,Kolkata,WH-BLR,RID014,14.5,3.37,0,Yes,73.08,High,Delivered,2026-04
DEL00546,ORD000948,Ahmedabad,WH-MUM,RID027,621.2,27.68,1,No,3358.24,High,Delivered,2026-05
DEL00547,ORD011236,Mumbai,WH-BLR,RID025,9.8,3.71,0,Yes,46.02,Low,Delivered,2026-03
DEL00548,ORD000647,Ahmedabad,WH-KOL,RID002,635.3,25.82,1,No,2815.4,Medium,Delivered,2026-02
DEL00549,ORD009675,Chennai,WH-BLR,RID010,1346.4,55.37,0,Yes,5129.98,High,Delivered Late,2026-07
DEL00550,ORD007792,Mumbai,WH-BLR,RID016,8.2,4.98,1,No,37.51,High,Delivered,2026-07
DEL00551,ORD011295,Chennai,WH-BLR,RID005,1655.3,69.23,0,Yes,6751.72,High,Delivered,2026-05
DEL00552,ORD010530,Ahmedabad,WH-KOL,RID028,389.2,18.08,0,Yes,2072.49,High,Delivered,2026-06
DEL00553,ORD002206,Chennai,WH-BLR,RID036,1971.9,72.0,0,Yes,9988.24,Medium,Delivered,2026-04
DEL00554,ORD009905,Bengaluru,WH-BLR,RID012,16.9,3.92,1,No,90.92,Low,Delivered,2026-03
DEL00555,ORD008284,Kolkata,WH-BLR,RID009,4.1,1.85,0,Yes,22.19,Low,Delivered,2026-03
DEL00556,ORD001340,Delhi,WH-BLR,RID040,4.7,1.64,0,Yes,23.25,Medium,Delivered,2026-06
DEL00557,ORD001660,Hyderabad,WH-BLR,RID026,160.2,8.66,0,Yes,659.43,High,Delivered,2026-04
DEL00558,ORD006374,Pune,WH-DEL,RID032,176.1,8.94,1,No,720.84,Medium,Delivered,2026-02
DEL00559,ORD000420,Bengaluru,WH-MUM,RID026,6.6,1.58,2,No,25.94,Low,Delivered,2026-05
DEL00560,ORD000810,Hyderabad,WH-DEL,RID040,183.0,8.72,1,No,969.9,Low,Delivered Late,2026-06
DEL00561,ORD008560,Mumbai,WH-MUM,RID034,14.2,3.6,0,Yes,67.22,Medium,Delivered,2026-06
DEL00562,ORD000837,Chennai,WH-DEL,RID019,2007.1,72.0,0,Yes,8690.68,Low,RTO,2026-05
DEL00563,ORD004735,Bengaluru,WH-KOL,RID016,15.3,3.12,1,No,63.09,High,Delivered,2026-04
DEL00564,ORD000233,Mumbai,WH-DEL,RID024,14.3,2.0,4,No,72.14,High,Delivered,2026-05
DEL00565,ORD008867,Delhi,WH-BLR,RID011,11.9,2.34,0,Yes,60.19,Low,Delivered,2026-07
DEL00566,ORD004382,Ahmedabad,WH-KOL,RID003,472.7,19.93,0,Yes,2298.17,Medium,Delivered,2026-06
DEL00567,ORD006375,Mumbai,WH-KOL,RID004,7.3,1.1,0,Yes,27.62,Low,Delivered,2026-07
DEL00568,ORD004205,Chennai,WH-MUM,RID036,1177.0,49.31,1,No,4639.98,Medium,Delivered Late,2026-07
DEL00569,ORD006961,Bengaluru,WH-BLR,RID032,12.5,2.39,1,No,68.15,Medium,Delivered,2026-02
DEL00570,ORD007933,Kolkata,WH-BLR,RID007,17.9,3.91,0,Yes,91.25,Low,Delivered,2026-03
DEL00571,ORD008799,Kolkata,WH-KOL,RID037,14.8,3.4,1,No,60.69,Low,Delivered,2026-02
DEL00572,ORD002102,Bengaluru,WH-BLR,RID010,13.2,0.71,0,Yes,52.02,High,Delivered,2026-07
DEL00573,ORD009775,Delhi,WH-DEL,RID016,15.9,4.13,0,Yes,85.32,Low,Delivered,2026-02
DEL00574,ORD002591,Hyderabad,WH-MUM,RID018,547.2,23.46,0,Yes,2290.9,High,Delivered Late,2026-06
DEL00575,ORD006787,Hyderabad,WH-MUM,RID012,282.1,12.76,0,Yes,1272.48,High,Delivered,2026-07
DEL00576,ORD000131,Ahmedabad,WH-MUM,RID001,591.1,25.43,1,No,3134.8,Medium,Delivered,2026-02
DEL00577,ORD010299,Ahmedabad,WH-KOL,RID011,773.6,32.85,0,Yes,3790.86,Medium,Delivered,2026-07
DEL00578,ORD008351,Ahmedabad,WH-KOL,RID025,840.1,34.18,1,No,4098.93,Low,Delivered,2026-04
DEL00579,ORD005399,Pune,WH-MUM,RID037,541.2,24.2,1,No,2159.17,Medium,Delivered,2026-05
DEL00580,ORD001603,Ahmedabad,WH-MUM,RID018,761.5,31.95,2,No,3843.59,Medium,Delivered,2026-06
DEL00581,ORD002098,Hyderabad,WH-MUM,RID016,706.1,29.11,4,No,3521.75,High,Delivered,2026-05
DEL00582,ORD003935,Hyderabad,WH-MUM,RID040,454.6,21.21,0,Yes,1991.16,Medium,Delivered,2026-03
DEL00583,ORD008296,Mumbai,WH-MUM,RID030,6.2,1.08,0,Yes,26.95,Medium,Delivered,2026-03
DEL00584,ORD006136,Bengaluru,WH-BLR,RID036,5.8,2.59,0,Yes,26.63,High,Delivered,2026-02
DEL00585,ORD005032,Pune,WH-BLR,RID025,762.7,32.05,0,Yes,4061.32,Medium,Delivered,2026-02
DEL00586,ORD001110,Delhi,WH-MUM,RID019,4.4,3.43,1,No,19.19,Medium,Delivered,2026-03
DEL00587,ORD011292,Mumbai,WH-KOL,RID020,5.5,2.87,0,Yes,29.29,Medium,Delivered,2026-07
DEL00588,ORD002035,Bengaluru,WH-MUM,RID004,8.3,3.35,2,No,40.47,Medium,Delivered,2026-04
DEL00589,ORD003164,Delhi,WH-BLR,RID012,12.3,0.5,1,No,47.49,Medium,Delivered,2026-03
DEL00590,ORD000877,Pune,WH-DEL,RID016,174.3,8.39,0,Yes,794.34,Low,Delivered Late,2026-03
DEL00591,ORD009053,Kolkata,WH-DEL,RID030,7.1,2.08,1,No,26.37,Low,Delivered,2026-07
DEL00592,ORD004912,Delhi,WH-MUM,RID028,7.1,2.61,1,No,35.27,High,Delivered,2026-04
DEL00593,ORD008900,Pune,WH-MUM,RID018,295.2,15.05,0,Yes,1075.31,Medium,Delivered,2026-02
DEL00594,ORD001445,Kolkata,WH-KOL,RID027,10.4,0.72,0,Yes,39.59,Medium,Delivered,2026-04
DEL00595,ORD010585,Ahmedabad,WH-BLR,RID006,501.3,22.31,4,No,2316.35,High,Delivered,2026-02
DEL00596,ORD011173,Ahmedabad,WH-BLR,RID007,224.9,10.12,2,No,1155.22,Low,Delivered,2026-06
DEL00597,ORD001740,Ahmedabad,WH-MUM,RID018,559.4,24.13,0,Yes,2533.49,High,Delivered,2026-05
DEL00598,ORD010638,Bengaluru,WH-BLR,RID008,10.7,1.35,4,No,56.25,Low,Delivered,2026-02
DEL00599,ORD010814,Pune,WH-KOL,RID036,437.1,22.16,0,Yes,2356.78,Low,Delivered,2026-06
DEL00600,ORD008623,Ahmedabad,WH-KOL,RID010,239.6,12.31,2,No,1306.76,Low,Delivered,2026-07
DEL00601,ORD003688,Kolkata,WH-MUM,RID020,16.7,2.45,1,No,75.63,Medium,RTO,2026-02
DEL00602,ORD001857,Mumbai,WH-KOL,RID027,9.9,1.73,2,No,46.75,Medium,Delivered,2026-02
DEL00603,ORD002770,Ahmedabad,WH-MUM,RID034,675.4,29.71,4,No,3182.08,High,Delivered,2026-07
DEL00604,ORD003375,Ahmedabad,WH-MUM,RID002,566.4,24.44,2,No,2943.04,Low,Delivered,2026-05
DEL00605,ORD001708,Chennai,WH-KOL,RID018,939.5,39.95,1,No,4026.26,Medium,RTO,2026-05
DEL00606,ORD000415,Hyderabad,WH-MUM,RID004,153.2,8.44,2,No,707.7,Low,Delivered,2026-04
DEL00607,ORD002740,Delhi,WH-MUM,RID001,4.0,1.68,0,Yes,19.35,Medium,Delivered Late,2026-02
DEL00608,ORD007777,Mumbai,WH-KOL,RID012,5.8,2.84,1,No,25.1,Medium,Delivered,2026-06
DEL00609,ORD006390,Pune,WH-KOL,RID020,812.0,33.83,4,No,4354.7,Low,Delivered,2026-07
DEL00610,ORD003674,Delhi,WH-DEL,RID012,6.2,1.12,0,Yes,26.88,Low,Delivered,2026-07
DEL00611,ORD000901,Bengaluru,WH-BLR,RID002,8.0,2.57,1,No,37.37,High,Delivered,2026-04
DEL00612,ORD008555,Chennai,WH-DEL,RID013,1902.4,72.0,1,No,8857.95,Low,Delivered,2026-04
DEL00613,ORD003138,Mumbai,WH-MUM,RID009,10.4,1.13,4,No,49.23,Medium,Delivered,2026-06
DEL00614,ORD003496,Ahmedabad,WH-DEL,RID010,238.1,13.8,1,No,1059.32,Low,Delivered,2026-03
DEL00615,ORD005794,Pune,WH-KOL,RID008,691.1,28.58,4,No,2479.91,Medium,Delivered,2026-06
DEL00616,ORD001005,Chennai,WH-BLR,RID032,2053.5,72.0,0,Yes,7493.34,Low,Delivered,2026-04
DEL00617,ORD004286,Mumbai,WH-BLR,RID010,7.8,4.69,1,No,38.69,Medium,Delivered,2026-07
DEL00618,ORD009214,Kolkata,WH-MUM,RID031,13.1,1.19,2,No,48.21,Low,Delivered,2026-07
DEL00619,ORD003241,Pune,WH-KOL,RID010,582.2,24.16,0,Yes,2262.76,Low,Delivered,2026-07
DEL00620,ORD004234,Hyderabad,WH-MUM,RID029,589.6,26.95,1,No,2469.97,Medium,Delivered,2026-05
DEL00621,ORD007861,Ahmedabad,WH-DEL,RID035,157.3,9.88,4,No,657.18,Low,Delivered,2026-07
DEL00622,ORD009342,Chennai,WH-MUM,RID012,1208.8,48.65,1,No,5117.66,Low,Delivered,2026-03
DEL00623,ORD009321,Chennai,WH-DEL,RID016,1121.9,46.13,0,Yes,4859.0,Medium,RTO,2026-05
DEL00624,ORD000505,Delhi,WH-BLR,RID009,8.7,1.88,1,No,32.8,Medium,Delivered,2026-02
DEL00625,ORD001925,Kolkata,WH-MUM,RID032,17.3,2.12,1,No,63.43,Medium,Delivered,2026-07
DEL00626,ORD008759,Mumbai,WH-BLR,RID001,9.0,2.75,2,No,44.68,Low,Delivered,2026-07
DEL00627,ORD004676,Mumbai,WH-BLR,RID003,12.3,2.62,0,Yes,47.08,Low,Delivered,2026-05
DEL00628,ORD004326,Pune,WH-BLR,RID015,339.2,14.04,4,No,1785.66,Medium,RTO,2026-02
DEL00629,ORD000488,Kolkata,WH-KOL,RID005,11.0,3.86,4,No,41.62,High,Delivered,2026-06
DEL00630,ORD007735,Ahmedabad,WH-KOL,RID030,571.4,23.51,0,Yes,2620.52,Medium,Delivered,2026-08
DEL00631,ORD009966,Hyderabad,WH-MUM,RID007,215.6,11.22,2,No,1142.53,Medium,Delivered,2026-03
DEL00632,ORD005580,Delhi,WH-KOL,RID037,11.7,0.5,1,No,48.99,Medium,Delivered,2026-05
DEL00633,ORD009700,Mumbai,WH-MUM,RID013,16.0,1.61,0,Yes,82.94,Medium,Delivered Late,2026-07
DEL00634,ORD003006,Kolkata,WH-MUM,RID009,10.4,1.34,0,Yes,40.32,Low,Delivered,2026-06
DEL00635,ORD010942,Pune,WH-KOL,RID002,613.5,28.66,0,Yes,2729.54,High,Delivered,2026-03
DEL00636,ORD005486,Mumbai,WH-MUM,RID005,16.5,2.03,1,No,63.79,High,Delivered,2026-02
DEL00637,ORD011386,Ahmedabad,WH-KOL,RID001,192.0,10.09,4,No,1000.63,Low,Delivered,2026-07
DEL00638,ORD003192,Bengaluru,WH-MUM,RID001,14.5,3.36,1,No,64.05,High,Delivered,2026-03
DEL00639,ORD008743,Chennai,WH-MUM,RID027,1469.7,61.43,0,Yes,7072.8,Medium,Delivered,2026-04
DEL00640,ORD001090,Chennai,WH-KOL,RID036,937.9,39.02,1,No,4511.6,Medium,Delivered,2026-03
DEL00641,ORD003773,Bengaluru,WH-KOL,RID040,16.7,2.34,4,No,76.35,Low,Delivered,2026-02
DEL00642,ORD003196,Hyderabad,WH-KOL,RID036,648.1,28.6,4,No,3305.98,High,Delivered,2026-04
DEL00643,ORD000553,Bengaluru,WH-MUM,RID024,8.4,2.52,0,Yes,34.84,Medium,Delivered,2026-04
DEL00644,ORD007486,Pune,WH-KOL,RID039,702.2,31.75,0,Yes,3299.34,High,Delivered,2026-02
DEL00645,ORD008864,Bengaluru,WH-DEL,RID024,6.0,0.5,1,No,32.51,Medium,Delivered,2026-06
DEL00646,ORD000684,Chennai,WH-KOL,RID005,2083.3,72.0,1,No,10474.03,Medium,Delivered,2026-05
DEL00647,ORD003294,Kolkata,WH-MUM,RID002,16.8,2.93,0,Yes,83.11,High,Delivered,2026-07
DEL00648,ORD001456,Kolkata,WH-BLR,RID024,16.1,4.46,4,No,61.38,Medium,Delivered,2026-04
DEL00649,ORD008056,Pune,WH-MUM,RID029,157.5,10.67,0,Yes,574.14,High,Delivered,2026-02
DEL00650,ORD004898,Chennai,WH-KOL,RID040,1676.4,68.99,4,No,7017.74,Medium,Delivered,2026-07
DEL00651,ORD004371,Bengaluru,WH-BLR,RID029,9.8,2.85,0,Yes,39.23,Medium,Delivered,2026-07
DEL00652,ORD007334,Ahmedabad,WH-MUM,RID018,548.6,23.57,0,Yes,2536.58,High,Delivered,2026-02
DEL00653,ORD008153,Pune,WH-KOL,RID017,455.4,21.28,0,Yes,2142.4,Low,Delivered Late,2026-04
DEL00654,ORD005139,Pune,WH-BLR,RID008,201.1,11.13,0,Yes,953.98,Low,Delivered,2026-02
DEL00655,ORD008118,Chennai,WH-BLR,RID032,1243.7,51.43,0,Yes,6061.34,Medium,Delivered,2026-05
DEL00656,ORD002645,Chennai,WH-MUM,RID019,1451.7,60.85,0,Yes,5329.88,Low,Delivered Late,2026-03
DEL00657,ORD009463,Chennai,WH-KOL,RID021,1772.6,72.0,1,No,7780.65,Low,Delivered,2026-06
DEL00658,ORD007432,Mumbai,WH-MUM,RID026,4.8,1.36,0,Yes,25.89,Low,Delivered,2026-02
DEL00659,ORD001817,Hyderabad,WH-MUM,RID002,557.4,24.61,1,No,2547.7,High,Delivered,2026-03
DEL00660,ORD009519,Mumbai,WH-BLR,RID034,13.2,3.11,1,No,63.17,Medium,Delivered,2026-04
DEL00661,ORD006218,Delhi,WH-KOL,RID001,4.3,2.81,1,No,21.26,Medium,Delivered,2026-02
DEL00662,ORD002686,Hyderabad,WH-MUM,RID027,386.7,16.59,4,No,1926.03,High,Delivered,2026-03
DEL00663,ORD010059,Kolkata,WH-DEL,RID004,8.8,2.16,0,Yes,46.61,Low,Delivered,2026-05
DEL00664,ORD003260,Chennai,WH-DEL,RID032,1679.9,67.59,0,Yes,8564.56,Low,Delivered,2026-05
DEL00665,ORD002046,Kolkata,WH-BLR,RID005,6.9,2.44,0,Yes,26.91,Medium,Delivered,2026-04
DEL00666,ORD002387,Delhi,WH-BLR,RID037,6.7,2.38,1,No,23.94,Low,Delivered,2026-04
DEL00667,ORD010683,Delhi,WH-KOL,RID032,13.9,1.16,0,Yes,71.24,High,Delivered,2026-06
DEL00668,ORD010304,Kolkata,WH-KOL,RID006,6.4,0.83,0,Yes,28.35,High,RTO,2026-07
DEL00669,ORD003942,Hyderabad,WH-DEL,RID038,320.2,15.4,0,Yes,1515.39,Low,Delivered Late,2026-07
DEL00670,ORD007900,Kolkata,WH-BLR,RID012,15.1,3.9,0,Yes,69.03,High,Delivered Late,2026-04
DEL00671,ORD002002,Bengaluru,WH-BLR,RID003,7.2,1.46,0,Yes,39.29,Low,Delivered,2026-07
DEL00672,ORD009412,Pune,WH-BLR,RID011,591.0,25.52,0,Yes,3092.94,Low,Delivered,2026-02
DEL00673,ORD009499,Bengaluru,WH-MUM,RID028,9.8,0.91,0,Yes,46.55,Low,Delivered,2026-02
DEL00674,ORD002664,Mumbai,WH-MUM,RID021,17.6,3.61,1,No,68.9,Low,Delivered,2026-06
DEL00675,ORD005714,Ahmedabad,WH-KOL,RID024,534.4,24.87,0,Yes,2528.72,Medium,Delivered Late,2026-05
DEL00676,ORD009599,Pune,WH-DEL,RID036,629.9,26.06,4,No,3390.84,Low,Delivered Late,2026-04
DEL00677,ORD007275,Bengaluru,WH-KOL,RID004,16.7,1.26,4,No,63.12,Medium,Delivered,2026-05
DEL00678,ORD010026,Bengaluru,WH-BLR,RID035,13.6,2.35,0,Yes,64.55,Medium,Delivered,2026-07
DEL00679,ORD004330,Pune,WH-KOL,RID016,478.0,21.33,1,No,2550.07,Medium,Delivered,2026-07
DEL00680,ORD000725,Pune,WH-BLR,RID029,706.8,28.99,0,Yes,2540.34,Medium,Delivered,2026-02
DEL00681,ORD000963,Hyderabad,WH-MUM,RID024,606.9,25.05,0,Yes,2603.24,Medium,Delivered Late,2026-05
DEL00682,ORD010227,Bengaluru,WH-KOL,RID004,17.5,3.74,0,Yes,72.4,Low,Delivered,2026-04
DEL00683,ORD008533,Pune,WH-DEL,RID004,898.6,36.27,4,No,3718.71,High,Delivered,2026-02
DEL00684,ORD001352,Delhi,WH-BLR,RID004,5.9,0.72,1,No,21.43,Low,RTO,2026-03
DEL00685,ORD008610,Chennai,WH-DEL,RID008,1488.4,61.38,0,Yes,7365.37,Medium,Delivered,2026-07
DEL00686,ORD006963,Kolkata,WH-BLR,RID018,13.8,4.41,0,Yes,57.67,Medium,Delivered,2026-02
DEL00687,ORD008124,Hyderabad,WH-KOL,RID015,431.0,18.73,0,Yes,1630.86,High,Delivered,2026-06
DEL00688,ORD003725,Kolkata,WH-MUM,RID007,9.6,1.2,0,Yes,52.66,High,Delivered,2026-03
DEL00689,ORD000003,Kolkata,WH-DEL,RID001,8.9,2.89,2,No,44.7,Medium,Delivered,2026-05
DEL00690,ORD002318,Hyderabad,WH-KOL,RID011,323.2,16.05,0,Yes,1331.59,Medium,Delivered,2026-04
DEL00691,ORD007434,Kolkata,WH-MUM,RID027,8.5,3.71,1,No,32.4,Medium,Delivered,2026-02
DEL00692,ORD006702,Delhi,WH-KOL,RID010,4.7,2.57,4,No,24.98,Medium,Delivered,2026-06
DEL00693,ORD005262,Bengaluru,WH-BLR,RID012,11.7,3.06,1,No,59.75,Medium,Delivered,2026-05
DEL00694,ORD004710,Chennai,WH-MUM,RID017,1742.6,72.0,0,Yes,7490.43,Low,RTO,2026-04
