Exception_ID,Order_ID,Exception_Type,Exception_Date,Owner,Status,Action_Taken
EXC0619,ORD002556,Delayed Shipment,2026-03-19,Logistics,In Progress,Refund Issued
EXC0620,ORD003630,Wrong Item,2026-03-16,Seller Mgmt,Resolved,Address Updated
EXC0621,ORD007589,Wrong Item,2026-04-16,Customer Support,In Progress,Refund Issued
EXC0622,ORD010546,Payment Failure,2026-06-28,Customer Support,Open,Pending Investigation
EXC0623,ORD007498,Delayed Shipment,2026-03-01,Seller Mgmt,Resolved,Reshipped
EXC0624,ORD002566,Late Dispatch,2026-06-11,Logistics,In Progress,Address Updated
EXC0625,ORD002389,Late Dispatch,2026-04-24,Seller Mgmt,Open,Pending Investigation
EXC0626,ORD011412,Wrong Item,2026-06-24,Logistics,In Progress,Stock Corrected
EXC0627,ORD000928,Delayed Shipment,2026-06-01,Customer Support,Resolved,Pending Investigation
EXC0628,ORD006005,Cancelled Order,2026-03-31,FC Ops,Open,Pending Investigation
EXC0629,ORD000125,Delayed Shipment,2026-06-12,FC Ops,In Progress,Stock Corrected
EXC0630,ORD003542,Late Dispatch,2026-04-11,Finance,Resolved,Refund Issued
EXC0631,ORD006061,Delayed Shipment,2026-03-15,Finance,Resolved,Escalated to Hub
EXC0632,ORD006100,Late Dispatch,2026-05-07,FC Ops,Open,Pending Investigation
EXC0633,ORD006239,Delayed Shipment,2026-03-18,Customer Support,Resolved,Address Updated
EXC0634,ORD005828,Inventory Mismatch,2026-07-08,FC Ops,Resolved,Customer Contacted
EXC0635,ORD003213,Delayed Shipment,2026-04-13,Logistics,Resolved,Seller Notified
EXC0636,ORD001630,Delayed Shipment,2026-05-26,Finance,In Progress,Pending Investigation
EXC0637,ORD001238,Address Issue,2026-04-04,Finance,Open,Pending Investigation
EXC0638,ORD003435,Delayed Shipment,2026-04-20,Seller Mgmt,Resolved,Customer Contacted
EXC0639,ORD002747,Payment Failure,2026-06-25,Customer Support,Resolved,Customer Contacted
EXC0640,ORD006681,Address Issue,2026-03-15,FC Ops,In Progress,Address Updated
EXC0641,ORD002145,Address Issue,2026-02-05,Seller Mgmt,In Progress,Escalated to Hub
EXC0642,ORD008878,Payment Failure,2026-03-01,Logistics,Resolved,Address Updated
EXC0643,ORD006009,Delayed Shipment,2026-07-02,Finance,Open,Pending Investigation
EXC0644,ORD005237,Late Dispatch,2026-04-08,FC Ops,Resolved,Escalated to Hub
EXC0645,ORD002304,Payment Failure,2026-02-09,Logistics,Resolved,Reshipped
EXC0646,ORD004970,Cancelled Order,2026-05-12,FC Ops,In Progress,Pending Investigation
EXC0647,ORD002989,Payment Failure,2026-06-24,Finance,Resolved,Refund Issued
EXC0648,ORD006607,Address Issue,2026-03-09,Finance,Open,Pending Investigation
EXC0649,ORD005737,Inventory Mismatch,2026-03-12,FC Ops,Resolved,Refund Issued
EXC0650,ORD003105,Inventory Mismatch,2026-03-20,Finance,Open,Pending Investigation
EXC0651,ORD006426,Wrong Item,2026-07-11,Seller Mgmt,Resolved,Customer Contacted
EXC0652,ORD010040,Wrong Item,2026-07-05,Seller Mgmt,Resolved,Seller Notified
EXC0653,ORD001419,Address Issue,2026-04-13,Seller Mgmt,Open,Pending Investigation
EXC0654,ORD010003,Cancelled Order,2026-07-08,Finance,Open,Pending Investigation
EXC0655,ORD007624,Late Dispatch,2026-04-26,FC Ops,Resolved,Reshipped
EXC0656,ORD000242,Delayed Shipment,2026-07-16,Seller Mgmt,Open,Pending Investigation
EXC0657,ORD008255,Cancelled Order,2026-05-30,Logistics,Resolved,Refund Issued
EXC0658,ORD010130,Wrong Item,2026-06-24,Seller Mgmt,Open,Pending Investigation
EXC0659,ORD001392,Cancelled Order,2026-07-19,Customer Support,Resolved,Refund Issued
EXC0660,ORD008846,Address Issue,2026-03-03,Finance,Resolved,Seller Notified
EXC0661,ORD009932,Inventory Mismatch,2026-06-21,FC Ops,Open,Pending Investigation
EXC0662,ORD005373,Cancelled Order,2026-05-14,Finance,Open,Pending Investigation
EXC0663,ORD005594,Payment Failure,2026-06-25,Finance,Open,Pending Investigation
EXC0664,ORD004038,Cancelled Order,2026-05-17,Seller Mgmt,Resolved,Seller Notified
EXC0665,ORD003323,Wrong Item,2026-06-14,Logistics,Open,Pending Investigation
EXC0666,ORD002244,Late Dispatch,2026-07-23,Customer Support,Resolved,Refund Issued
EXC0667,ORD009501,Late Dispatch,2026-07-05,Finance,Resolved,Stock Corrected
EXC0668,ORD007745,Lost Shipment,2026-02-18,Seller Mgmt,Resolved,Seller Notified
EXC0669,ORD008357,Wrong Item,2026-04-27,Customer Support,In Progress,Stock Corrected
EXC0670,ORD000810,Delayed Shipment,2026-06-22,Logistics,Resolved,Pending Investigation
EXC0671,ORD007461,Lost Shipment,2026-03-14,Seller Mgmt,In Progress,Reshipped
EXC0672,ORD006531,Lost Shipment,2026-02-28,Logistics,In Progress,Seller Notified
EXC0673,ORD006726,Cancelled Order,2026-04-13,Customer Support,Resolved,Pending Investigation
EXC0674,ORD004338,Delayed Shipment,2026-07-22,Customer Support,Resolved,Escalated to Hub
EXC0675,ORD004594,Delayed Shipment,2026-03-16,FC Ops,Open,Pending Investigation
EXC0676,ORD009504,Delayed Shipment,2026-03-03,Customer Support,Resolved,Customer Contacted
EXC0677,ORD000002,Lost Shipment,2026-02-04,FC Ops,Open,Pending Investigation
EXC0678,ORD004403,Cancelled Order,2026-03-30,Seller Mgmt,Open,Pending Investigation
EXC0679,ORD004754,Late Dispatch,2026-02-05,Customer Support,Open,Pending Investigation
EXC0680,ORD004782,Payment Failure,2026-04-30,Logistics,Resolved,Stock Corrected
EXC0681,ORD006640,Address Issue,2026-05-24,Logistics,Resolved,Reshipped
EXC0682,ORD010443,Delayed Shipment,2026-04-11,Customer Support,In Progress,Stock Corrected
EXC0683,ORD009842,Payment Failure,2026-05-20,Customer Support,In Progress,Escalated to Hub
EXC0684,ORD002697,Delayed Shipment,2026-04-28,Logistics,In Progress,Reshipped
EXC0685,ORD007386,Delayed Shipment,2026-05-01,Finance,Resolved,Refund Issued
EXC0686,ORD003652,Delayed Shipment,2026-03-02,Logistics,Resolved,Escalated to Hub
EXC0687,ORD005556,Payment Failure,2026-02-07,FC Ops,Open,Pending Investigation
EXC0688,ORD009828,Payment Failure,2026-07-27,Customer Support,Resolved,Address Updated
EXC0689,ORD006167,Late Dispatch,2026-07-29,Customer Support,Resolved,Address Updated
EXC0690,ORD004462,Late Dispatch,2026-06-06,FC Ops,Resolved,Seller Notified
EXC0691,ORD005797,Delayed Shipment,2026-07-09,Logistics,Resolved,Reshipped
EXC0692,ORD006596,Payment Failure,2026-06-05,Finance,In Progress,Seller Notified
EXC0693,ORD004534,Late Dispatch,2026-05-29,FC Ops,Resolved,Reshipped
EXC0694,ORD004296,Delayed Shipment,2026-05-31,Finance,Resolved,Escalated to Hub
EXC0695,ORD006943,Delayed Shipment,2026-04-18,Logistics,Open,Pending Investigation
EXC0696,ORD004641,Payment Failure,2026-07-03,Finance,Resolved,Reshipped
EXC0697,ORD001827,Late Dispatch,2026-05-24,Seller Mgmt,In Progress,Refund Issued
EXC0698,ORD011142,Cancelled Order,2026-05-23,Logistics,In Progress,Customer Contacted
EXC0699,ORD007903,Address Issue,2026-05-06,FC Ops,Resolved,Address Updated
EXC0700,ORD002695,Wrong Item,2026-04-08,Logistics,In Progress,Customer Contacted
EXC0701,ORD006593,Delayed Shipment,2026-05-12,Logistics,Open,Pending Investigation
EXC0702,ORD010620,Delayed Shipment,2026-02-20,Seller Mgmt,Resolved,Reshipped
EXC0703,ORD003381,Cancelled Order,2026-06-18,Customer Support,Resolved,Customer Contacted
EXC0704,ORD002817,Inventory Mismatch,2026-02-04,Finance,Resolved,Refund Issued
EXC0705,ORD010102,Wrong Item,2026-02-20,Logistics,Resolved,Address Updated
EXC0706,ORD002749,Lost Shipment,2026-04-27,Finance,Resolved,Pending Investigation
EXC0707,ORD009126,Wrong Item,2026-02-14,Logistics,Resolved,Reshipped
EXC0708,ORD010621,Inventory Mismatch,2026-02-23,Customer Support,Resolved,Address Updated
EXC0709,ORD010127,Payment Failure,2026-05-07,Seller Mgmt,Open,Pending Investigation
EXC0710,ORD011381,Delayed Shipment,2026-05-13,Finance,Open,Pending Investigation
EXC0711,ORD009672,Inventory Mismatch,2026-03-07,Finance,Resolved,Customer Contacted
EXC0712,ORD008277,Inventory Mismatch,2026-04-29,Seller Mgmt,Resolved,Pending Investigation
EXC0713,ORD008674,Cancelled Order,2026-05-05,Customer Support,Resolved,Stock Corrected
EXC0714,ORD004269,Address Issue,2026-06-11,FC Ops,Resolved,Address Updated
EXC0715,ORD003642,Inventory Mismatch,2026-03-20,Logistics,Resolved,Stock Corrected
EXC0716,ORD011210,Late Dispatch,2026-05-26,Logistics,Open,Pending Investigation
EXC0717,ORD000632,Address Issue,2026-03-12,Logistics,Open,Pending Investigation
EXC0718,ORD008113,Delayed Shipment,2026-05-23,Finance,Resolved,Escalated to Hub
EXC0719,ORD000835,Delayed Shipment,2026-06-26,FC Ops,Resolved,Pending Investigation
EXC0720,ORD004698,Cancelled Order,2026-05-04,Seller Mgmt,Resolved,Pending Investigation
EXC0721,ORD003632,Address Issue,2026-05-13,Seller Mgmt,Resolved,Address Updated
EXC0722,ORD007471,Delayed Shipment,2026-03-23,FC Ops,Resolved,Escalated to Hub
EXC0723,ORD003042,Address Issue,2026-04-30,Seller Mgmt,Resolved,Customer Contacted
EXC0724,ORD003977,Wrong Item,2026-06-29,Seller Mgmt,Resolved,Seller Notified
EXC0725,ORD010641,Inventory Mismatch,2026-03-20,Logistics,Open,Pending Investigation
EXC0726,ORD008350,Payment Failure,2026-05-22,Logistics,Open,Pending Investigation
EXC0727,ORD010993,Cancelled Order,2026-06-07,Customer Support,Resolved,Reshipped
EXC0728,ORD003827,Delayed Shipment,2026-04-12,Finance,In Progress,Escalated to Hub
EXC0729,ORD010497,Wrong Item,2026-06-05,Seller Mgmt,In Progress,Pending Investigation
EXC0730,ORD008754,Delayed Shipment,2026-03-12,Customer Support,In Progress,Seller Notified
EXC0731,ORD009020,Delayed Shipment,2026-02-04,Seller Mgmt,Resolved,Pending Investigation
EXC0732,ORD005195,Wrong Item,2026-07-04,Customer Support,In Progress,Address Updated
EXC0733,ORD007534,Late Dispatch,2026-05-01,Logistics,In Progress,Customer Contacted
EXC0734,ORD011074,Wrong Item,2026-02-08,Logistics,Resolved,Refund Issued
EXC0735,ORD008292,Wrong Item,2026-05-20,FC Ops,Open,Pending Investigation
EXC0736,ORD010551,Late Dispatch,2026-04-05,Customer Support,In Progress,Pending Investigation
EXC0737,ORD009752,Address Issue,2026-07-09,Finance,Open,Pending Investigation
EXC0738,ORD000326,Payment Failure,2026-07-11,Logistics,Open,Pending Investigation
EXC0739,ORD005863,Late Dispatch,2026-04-19,Logistics,Resolved,Customer Contacted
EXC0740,ORD004410,Cancelled Order,2026-05-09,Seller Mgmt,Resolved,Stock Corrected
EXC0741,ORD007269,Inventory Mismatch,2026-03-11,Logistics,Resolved,Pending Investigation
EXC0742,ORD000353,Wrong Item,2026-05-28,Finance,Resolved,Seller Notified
EXC0743,ORD010968,Delayed Shipment,2026-07-17,Logistics,Open,Pending Investigation
EXC0744,ORD003554,Late Dispatch,2026-06-18,Seller Mgmt,Resolved,Customer Contacted
EXC0745,ORD010168,Delayed Shipment,2026-05-26,Customer Support,Resolved,Escalated to Hub
EXC0746,ORD010744,Late Dispatch,2026-02-04,Finance,Resolved,Customer Contacted
EXC0747,ORD001737,Cancelled Order,2026-04-23,FC Ops,Resolved,Escalated to Hub
EXC0748,ORD005857,Address Issue,2026-04-21,Customer Support,Resolved,Escalated to Hub
EXC0749,ORD010680,Wrong Item,2026-06-03,Logistics,Resolved,Refund Issued
EXC0750,ORD005518,Delayed Shipment,2026-02-05,Logistics,Resolved,Seller Notified
EXC0751,ORD010196,Address Issue,2026-02-28,Seller Mgmt,Resolved,Reshipped
EXC0752,ORD007494,Late Dispatch,2026-06-25,Customer Support,Resolved,Seller Notified
EXC0753,ORD003242,Delayed Shipment,2026-03-09,Customer Support,Resolved,Address Updated
EXC0754,ORD005154,Address Issue,2026-02-28,Finance,Resolved,Pending Investigation
EXC0755,ORD011009,Cancelled Order,2026-03-07,Seller Mgmt,Open,Pending Investigation
EXC0756,ORD001174,Lost Shipment,2026-04-20,Customer Support,Resolved,Seller Notified
EXC0757,ORD008732,Lost Shipment,2026-03-18,FC Ops,Resolved,Pending Investigation
EXC0758,ORD004129,Address Issue,2026-05-13,Customer Support,Resolved,Pending Investigation
EXC0759,ORD001759,Payment Failure,2026-03-10,FC Ops,Open,Pending Investigation
EXC0760,ORD000051,Wrong Item,2026-07-31,Customer Support,In Progress,Pending Investigation
EXC0761,ORD002295,Delayed Shipment,2026-02-08,Seller Mgmt,In Progress,Refund Issued
EXC0762,ORD003012,Payment Failure,2026-07-06,Logistics,Resolved,Reshipped
EXC0763,ORD003363,Delayed Shipment,2026-03-02,Finance,Resolved,Escalated to Hub
EXC0764,ORD001498,Late Dispatch,2026-05-13,Customer Support,Open,Pending Investigation
EXC0765,ORD001835,Delayed Shipment,2026-03-23,Seller Mgmt,Resolved,Seller Notified
EXC0766,ORD008553,Cancelled Order,2026-07-20,Logistics,Resolved,Address Updated
EXC0767,ORD008053,Payment Failure,2026-04-05,Logistics,Resolved,Seller Notified
EXC0768,ORD006403,Cancelled Order,2026-02-15,Customer Support,Resolved,Escalated to Hub
EXC0769,ORD006389,Address Issue,2026-07-01,Logistics,In Progress,Customer Contacted
EXC0770,ORD002241,Inventory Mismatch,2026-04-22,Seller Mgmt,Resolved,Pending Investigation
EXC0771,ORD008526,Inventory Mismatch,2026-04-14,Logistics,Resolved,Customer Contacted
EXC0772,ORD005014,Delayed Shipment,2026-07-11,Customer Support,Resolved,Address Updated
EXC0773,ORD000905,Cancelled Order,2026-03-05,Seller Mgmt,Open,Pending Investigation
EXC0774,ORD011442,Delayed Shipment,2026-03-22,Customer Support,Resolved,Customer Contacted
EXC0775,ORD009789,Cancelled Order,2026-07-12,Finance,In Progress,Customer Contacted
EXC0776,ORD000574,Address Issue,2026-06-12,Seller Mgmt,In Progress,Pending Investigation
EXC0777,ORD005429,Payment Failure,2026-05-31,Finance,Resolved,Escalated to Hub
EXC0778,ORD009349,Late Dispatch,2026-07-01,FC Ops,Resolved,Escalated to Hub
EXC0779,ORD009276,Lost Shipment,2026-03-04,Customer Support,Resolved,Escalated to Hub
EXC0780,ORD009213,Delayed Shipment,2026-06-29,FC Ops,Resolved,Seller Notified
EXC0781,ORD005485,Payment Failure,2026-03-04,Seller Mgmt,Resolved,Reshipped
EXC0782,ORD000809,Cancelled Order,2026-06-13,Seller Mgmt,Resolved,Seller Notified
EXC0783,ORD011152,Delayed Shipment,2026-03-04,Finance,Resolved,Customer Contacted
EXC0784,ORD003476,Address Issue,2026-06-17,Logistics,Resolved,Reshipped
EXC0785,ORD003945,Wrong Item,2026-07-24,Customer Support,Resolved,Stock Corrected
EXC0786,ORD010673,Delayed Shipment,2026-02-25,Logistics,Resolved,Seller Notified
EXC0787,ORD010903,Late Dispatch,2026-05-02,FC Ops,Resolved,Seller Notified
EXC0788,ORD002525,Delayed Shipment,2026-02-11,FC Ops,Resolved,Pending Investigation
EXC0789,ORD006855,Payment Failure,2026-06-03,Finance,Open,Pending Investigation
EXC0790,ORD010164,Late Dispatch,2026-02-21,Customer Support,Resolved,Escalated to Hub
EXC0791,ORD005844,Lost Shipment,2026-05-28,Seller Mgmt,In Progress,Escalated to Hub
EXC0792,ORD001606,Cancelled Order,2026-03-05,FC Ops,Resolved,Reshipped
EXC0793,ORD008128,Lost Shipment,2026-06-30,FC Ops,Resolved,Seller Notified
EXC0794,ORD006243,Address Issue,2026-07-21,FC Ops,Resolved,Escalated to Hub
EXC0795,ORD000987,Inventory Mismatch,2026-04-18,Logistics,Open,Pending Investigation
EXC0796,ORD003085,Address Issue,2026-03-04,Logistics,In Progress,Seller Notified
EXC0797,ORD000843,Cancelled Order,2026-06-12,Logistics,Resolved,Customer Contacted
EXC0798,ORD006398,Address Issue,2026-02-15,Logistics,Resolved,Stock Corrected
EXC0799,ORD003982,Cancelled Order,2026-07-18,FC Ops,Resolved,Escalated to Hub
EXC0800,ORD008512,Cancelled Order,2026-07-22,Seller Mgmt,Resolved,Refund Issued
